,make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,length,width,height,fuel_tanks_litres,country
14655,Nissan,6210639,Latio,2008,142500.0,Automatic,20800.0,1598.0,5.0,Grey,109.0,153.0,4205.0,1695.0,1535.0,55.0,Japan
14656,Proton,6532370,Saga,2016,102500.0,Automatic,18888.0,1332.0,5.0,Black,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
14657,Toyota,6362690,Vellfire,2017,22500.0,Automatic,228800.0,2493.0,7.0,Silver,182.0,235.0,4935.0,1850.0,1880.0,55.0,Japan
14658,Mazda,6570304,3,2006,97500.0,Automatic,16800.0,1598.0,5.0,White,105.0,145.0,4490.0,1755.0,1465.0,55.0,Japan
14659,Subaru,6569866,XV,2014,92500.0,Automatic,52900.0,1995.0,5.0,Black,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
14660,Toyota,6606541,Estima,2007,52500.0,Automatic,66800.0,2362.0,7.0,Grey,170.0,220.0,4795.0,1800.0,1750.0,65.0,Japan
14661,Proton,6531972,Saga,2015,62500.0,Automatic,17800.0,1332.0,5.0,Silver,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
14662,Mercedes-Benz,6592326,C200 CGI,2011,37500.0,Automatic,68800.0,1796.0,5.0,Black,184.0,270.0,4581.0,2020.0,1447.0,66.0,Germany
14663,Toyota,6486219,Corolla Altis,2010,92500.0,Automatic,42800.0,1987.0,5.0,Silver,145.0,187.0,4540.0,1760.0,1465.0,55.0,Japan
14664,Mercedes-Benz,6499378,E250 CGI,2009,97500.0,Automatic,79800.0,1796.0,5.0,Silver,204.0,310.0,4868.0,2071.0,1471.0,80.0,Germany
14665,Mazda,6606519,Biante,2015,72500.0,Automatic,66800.0,1998.0,8.0,Black,151.0,190.0,4715.0,1770.0,1835.0,60.0,Japan
14666,Kia,6245643,Optima K5,2015,68200.0,Automatic,75800.0,1999.0,5.0,Black,165.0,198.0,4856.0,1835.0,1455.0,70.0,Japan
14667,Honda,6562415,Civic,2016,60233.0,Automatic,95800.0,1497.0,5.0,White,111.0,172.0,4525.0,1755.0,1435.0,50.0,Japan
14668,Proton,6588224,Persona,2011,92500.0,Automatic,12500.0,1597.0,5.0,Silver,111.0,148.0,4477.0,1725.0,1438.0,50.0,Malaysia
14669,Toyota,6506403,Hilux,2012,97500.0,Automatic,55555.0,2494.0,5.0,White,102.0,260.0,5260.0,1835.0,1850.0,76.0,Japan
14670,Subaru,6596980,XV,2015,77500.0,Automatic,68888.0,1995.0,5.0,Orange,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
14671,Suzuki,6221413,Swift,2011,72500.0,Automatic,20000.0,1490.0,5.0,Grey,101.0,133.0,3760.0,1690.0,1510.0,43.0,Japan
14672,Honda,6602526,City,2016,67500.0,Automatic,52800.0,1497.0,5.0,Red,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14673,Honda,6099466,Accord,2011,72500.0,Automatic,42800.0,2354.0,5.0,Silver,181.0,222.0,4945.0,1845.0,1475.0,70.0,Japan
14674,Honda,6606421,CR-V,2010,92500.0,Automatic,39800.0,1997.0,5.0,Grey,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
14675,Hummer,6606418,H3,2008,82500.0,Automatic,145000.0,3653.0,5.0,White,242.0,327.0,4763.0,1895.0,1860.0,87.0,USA
14676,Mercedes-Benz,6058293,GLA250,2018,7500.0,Automatic,238000.0,1991.0,5.0,White,211.0,350.0,4417.0,1804.0,1494.0,56.0,Germany
14677,Mercedes-Benz,6559237,C230K,2006,87500.0,Automatic,33999.0,1796.0,5.0,Silver,261.0,260.0,4532.0,1728.0,1426.0,62.0,Germany
14678,Honda,6588714,Accord,2014,52500.0,Automatic,72800.0,1997.0,5.0,White,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
14679,Toyota,6135674,Corolla Altis,2011,82500.0,Automatic,36888.0,1598.0,5.0,Silver,122.0,154.0,4540.0,1760.0,1465.0,55.0,Japan
14680,Volkswagen,6606286,Tiguan,2019,7500.0,Automatic,129888.0,1395.0,5.0,Silver,150.0,250.0,4486.0,1839.0,1673.0,60.0,Germany
14681,Mercedes-Benz,6606235,C200,2016,47500.0,Automatic,169880.0,1991.0,5.0,Silver,184.0,300.0,4686.0,1810.0,1442.0,66.0,Germany
14682,Mercedes-Benz,6606217,CLA200,2017,32500.0,Automatic,156800.0,1595.0,5.0,Black,156.0,250.0,4630.0,1777.0,1432.0,50.0,Germany
14683,Toyota,6314748,Harrier,2011,92500.0,Automatic,79800.0,2362.0,5.0,Black,160.0,221.0,4730.0,1845.0,1680.0,75.0,Japan
14684,Toyota,6585047,Harrier,2007,110000.0,Automatic,56800.0,2362.0,5.0,White,160.0,221.0,4730.0,1845.0,1680.0,75.0,Japan
14685,Honda,6584192,CR-V,2010,170000.0,Automatic,39800.0,1997.0,5.0,Brown,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
14686,Nissan,6531941,Navara,2016,29888.0,Automatic,69800.0,2488.0,5.0,White,190.0,450.0,5255.0,1850.0,1840.0,80.0,Japan
14687,Perodua,6202065,Myvi,2014,52500.0,Automatic,26800.0,1298.0,5.0,Blue,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
14688,Isuzu,6463139,D-Max,2015,62500.0,Manual,54900.0,2499.0,5.0,Brown,136.0,320.0,5295.0,1860.0,1785.0,76.0,Japan
14689,Proton,6460475,Persona,2013,72500.0,Manual,14900.0,1597.0,5.0,White,111.0,148.0,4477.0,1725.0,1438.0,50.0,Malaysia
14690,Volkswagen,6606003,CC,2012,97500.0,Automatic,39900.0,1798.0,5.0,Blue,160.0,250.0,4802.0,1855.0,1421.0,70.0,Germany
14691,Proton,6495562,Preve,2012,52500.0,Automatic,23888.0,1561.0,5.0,Gold,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
14692,Proton,6536219,Iriz,2016,127500.0,Automatic,25000.0,1332.0,5.0,Brown,95.0,120.0,3920.0,1722.0,1554.0,40.0,Malaysia
14693,Toyota,6605410,Land Cruiser Prado,2011,72500.0,Automatic,119800.0,2693.0,7.0,White,163.0,246.0,4760.0,1885.0,1850.0,55.0,Japan
14694,Land Rover,6541934,Range Rover Evoque,2014,77500.0,Automatic,149999.0,1999.0,5.0,White,241.0,340.0,4365.0,1965.0,1635.0,68.0,UK
14695,Mitsubishi,6563686,ASX,2014,62500.0,Automatic,57800.0,1998.0,5.0,Grey,150.0,197.0,4295.0,1770.0,1615.0,60.0,Japan
14696,Honda,6586528,City,2015,47500.0,Automatic,51999.0,1497.0,5.0,White,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14697,Perodua,6605854,Myvi,2012,42500.0,Automatic,24999.0,1298.0,5.0,White,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
14698,Toyota,6473331,Innova,2012,82500.0,Automatic,47800.0,1998.0,8.0,Silver,136.0,182.0,4585.0,1775.0,1760.0,55.0,Japan
14699,Mercedes-Benz,6414094,GLE250,2015,92500.0,Automatic,200888.0,2143.0,5.0,Blue,204.0,500.0,4819.0,1935.0,1796.0,93.0,Germany
14700,Perodua,6579092,Axia,2015,72500.0,Automatic,26600.0,998.0,5.0,Blue,67.0,90.0,3640.0,1620.0,1510.0,33.0,Malaysia
14701,Mazda,6495769,6,2013,77500.0,Automatic,62800.0,2488.0,5.0,Red,188.0,250.0,4865.0,1840.0,1450.0,62.0,Japan
14702,Honda,6578264,Civic,2010,77500.0,Automatic,37888.0,1799.0,5.0,White,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
14703,Toyota,6544281,Corolla Altis,2004,192500.0,Automatic,16555.0,1794.0,5.0,Gold,136.0,171.0,4530.0,1705.0,1480.0,55.0,Japan
14704,Honda,6586542,City,2016,42500.0,Automatic,51888.0,1497.0,5.0,White,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14705,Hyundai,6605877,Sonata,2014,97500.0,Automatic,49888.0,1999.0,5.0,White,163.0,194.0,4821.0,1834.0,1471.0,70.0,Japan
14706,Mercedes-Benz,6598958,ML350,2010,92500.0,Automatic,98800.0,3498.0,5.0,Black,272.0,350.0,4780.0,1911.0,1815.0,108.0,Germany
14707,Honda,6605863,CR-V,2017,35000.0,Automatic,132800.0,1498.0,5.0,White,193.0,243.0,4584.0,1855.0,1679.0,55.0,Japan
14708,Toyota,6545986,Camry,2010,87500.0,Automatic,55800.0,2362.0,5.0,Grey,167.0,224.0,4825.0,1820.0,1470.0,70.0,Japan
14709,Honda,6602832,Accord,2014,62500.0,Automatic,80800.0,1997.0,5.0,White,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
14710,Toyota,6456148,Estima,2010,97500.0,Automatic,93999.0,2362.0,7.0,White,170.0,223.0,4795.0,1800.0,1745.0,65.0,Japan
14711,Toyota,6603761,Vios,2008,62500.0,Manual,25800.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14712,Mercedes-Benz,6605852,S350L,2009,137500.0,Automatic,59500.0,3498.0,5.0,Silver,272.0,350.0,5209.0,1872.0,1473.0,90.0,Germany
14713,Honda,6605850,CR-V,2017,23000.0,Automatic,132800.0,1498.0,5.0,White,193.0,243.0,4584.0,1855.0,1679.0,55.0,Japan
14714,Toyota,6130733,Fortuner,2011,77500.0,Automatic,70800.0,2494.0,7.0,Silver,102.0,260.0,1850.0,1540.0,1850.0,65.0,Japan
14715,MINI,6555914,Countryman,2018,22500.0,Automatic,176800.0,1998.0,5.0,White,192.0,280.0,4299.0,1822.0,1557.0,51.0,UK
14716,Peugeot,6325500,208,2014,72500.0,Automatic,26800.0,1598.0,5.0,Red,122.0,160.0,3962.0,1739.0,1460.0,50.0,France
14717,Mercedes-Benz,6605831,A200,2015,62500.0,Automatic,99999.0,1595.0,5.0,Red,156.0,250.0,4292.0,1780.0,1433.0,50.0,Germany
14718,BMW,6605826,M3,2009,97500.0,Automatic,139800.0,3999.0,5.0,Blue,420.0,400.0,4580.0,1539.0,1447.0,63.0,Germany
14719,Toyota,6593944,Alphard,2013,70000.0,Automatic,138800.0,2362.0,7.0,White,170.0,224.0,4885.0,1840.0,1900.0,55.0,Japan
14720,MINI,6601955,Paceman,2013,62500.0,Automatic,139800.0,1598.0,4.0,White,218.0,280.0,4124.0,1786.0,1527.0,47.0,UK
14721,Volkswagen,6602241,Tiguan,2017,27500.0,Automatic,105800.0,1395.0,5.0,Grey,150.0,250.0,4486.0,1839.0,1673.0,60.0,Germany
14722,MINI,6601996,Countryman,2012,92500.0,Automatic,89800.0,1598.0,5.0,White,184.0,240.0,4110.0,1789.0,1561.0,47.0,UK
14723,Porsche,6198297,911,2006,77500.0,Automatic,298000.0,3600.0,4.0,White,480.0,620.0,4450.0,1852.0,1300.0,67.0,Germany
14724,Ferrari,6296797,360,2004,42500.0,Manual,329000.0,3586.0,2.0,Red,544.0,373.0,4477.0,1922.0,1214.0,95.0,Italy
14725,Nissan,6605719,Almera,2016,40000.0,Automatic,36900.0,1498.0,5.0,White,102.0,139.0,4425.0,1695.0,1500.0,41.0,Japan
14726,Perodua,6604566,Bezza,2017,37500.0,Automatic,28800.0,998.0,5.0,Silver,68.0,91.0,4150.0,1620.0,1510.0,36.0,Malaysia
14727,Perodua,6417268,Myvi,2011,77500.0,Manual,20800.0,1298.0,5.0,Grey,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
14728,Proton,6387699,Preve,2014,77500.0,Automatic,25800.0,1561.0,5.0,Blue,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
14729,Toyota,6112248,Vios,2011,142500.0,Automatic,36800.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14730,Toyota,6387447,Vios,2010,82500.0,Automatic,33800.0,1497.0,5.0,Grey,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14731,Toyota,6387578,Estima,2008,127500.0,Automatic,68800.0,2362.0,7.0,Silver,170.0,220.0,4795.0,1800.0,1750.0,65.0,Japan
14732,Proton,6111740,Persona,2011,97500.0,Automatic,17800.0,1597.0,5.0,Blue,111.0,148.0,4477.0,1725.0,1438.0,50.0,Malaysia
14733,Mercedes-Benz,6329076,C200,2017,52500.0,Automatic,179800.0,1991.0,4.0,Black,184.0,300.0,4686.0,1810.0,1409.0,50.0,Germany
14734,Perodua,5947368,Viva,2009,147500.0,Automatic,16800.0,989.0,5.0,White,61.0,90.0,3575.0,1475.0,1530.0,36.0,Malaysia
14735,Honda,5847086,Civic,2006,132500.0,Automatic,41800.0,1998.0,5.0,Silver,155.0,188.0,4540.0,1750.0,1435.0,50.0,Japan
14736,Nissan,6403281,Grand Livina,2008,82500.0,Automatic,29800.0,1798.0,7.0,Silver,126.0,174.0,4420.0,1690.0,1590.0,52.0,Japan
14737,Honda,6417449,Accord,2010,77500.0,Automatic,45800.0,2354.0,5.0,Grey,181.0,222.0,4945.0,1845.0,1475.0,70.0,Japan
14738,Suzuki,6344400,Swift,2011,82500.0,Automatic,24800.0,1490.0,5.0,Blue,101.0,133.0,3760.0,1690.0,1510.0,43.0,Japan
14739,Proton,6387973,Persona,2012,87500.0,Automatic,18800.0,1597.0,5.0,Unknown,111.0,148.0,4477.0,1725.0,1438.0,50.0,Malaysia
14740,Toyota,6417377,Vellfire,2008,87500.0,Automatic,95800.0,3456.0,7.0,Silver,280.0,344.0,4870.0,1830.0,1890.0,65.0,Japan
14741,Toyota,6156332,Vios,2008,147500.0,Automatic,29800.0,1497.0,5.0,Blue,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14742,Perodua,6534454,Viva,2009,92500.0,Manual,9800.0,847.0,5.0,White,53.0,76.0,3575.0,1475.0,1530.0,36.0,Malaysia
14743,Proton,6400329,Preve,2012,77500.0,Automatic,25800.0,1561.0,5.0,White,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
14744,Perodua,6458777,Viva,2011,82500.0,Automatic,15800.0,989.0,5.0,White,61.0,90.0,3575.0,1475.0,1530.0,36.0,Malaysia
14745,Toyota,6505286,Alphard,2008,77500.0,Automatic,99800.0,3456.0,7.0,Black,280.0,344.0,4850.0,1830.0,1890.0,65.0,Japan
14746,Perodua,6194607,Myvi,2005,107500.0,Automatic,12800.0,1298.0,5.0,Green,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14747,Proton,6331516,Perdana,2015,52500.0,Automatic,51800.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
14748,Honda,6012430,Accord,2014,82500.0,Automatic,73800.0,1997.0,5.0,Grey,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
14749,Honda,6574064,CR-V,2010,92500.0,Automatic,39900.0,1997.0,5.0,Grey,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
14750,Honda,6550955,CR-V,2008,97500.0,Automatic,32888.0,1997.0,5.0,Black,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
14751,Toyota,5894242,Vellfire,2013,52500.0,Automatic,153888.0,3456.0,7.0,Black,280.0,344.0,4885.0,1840.0,1900.0,65.0,Japan
14752,Toyota,6486631,Estima,2006,97500.0,Automatic,59888.0,2362.0,7.0,White,170.0,220.0,4795.0,1800.0,1750.0,65.0,Japan
14753,Honda,6263048,City,2017,17500.0,Automatic,68888.0,1496.0,5.0,White,110.0,134.0,4442.0,1694.0,1477.0,40.0,Japan
14754,Mercedes-Benz,6575858,C200K,2007,82500.0,Automatic,43800.0,1796.0,5.0,White,184.0,250.0,4581.0,1770.0,1444.0,66.0,Germany
14755,Perodua,6580173,Myvi,2009,97500.0,Automatic,19000.0,1298.0,5.0,Black,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14756,Toyota,6559936,Vios,2015,67500.0,Automatic,42800.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
14757,Mazda,6384755,3,2012,112500.0,Automatic,33800.0,1598.0,5.0,Grey,105.0,145.0,4490.0,1755.0,1470.0,55.0,Japan
14758,Mazda,6386730,3,2012,87500.0,Automatic,41800.0,1999.0,5.0,White,147.0,182.0,4490.0,1755.0,1470.0,55.0,Japan
14759,Mazda,5414962,3,2012,82500.0,Automatic,38800.0,1999.0,5.0,White,147.0,182.0,4490.0,1755.0,1470.0,55.0,Japan
14760,Kia,6394199,Cerato,2015,72500.0,Automatic,41800.0,1591.0,5.0,Silver,130.0,157.0,4560.0,1780.0,1445.0,50.0,Japan
14761,Nissan,6584806,Grand Livina,2012,82500.0,Automatic,36800.0,1798.0,7.0,White,126.0,174.0,4420.0,1690.0,1590.0,52.0,Japan
14762,Hyundai,6463740,Elantra,2015,97500.0,Automatic,59000.0,1797.0,5.0,Silver,150.0,178.0,4530.0,1775.0,1445.0,49.0,Japan
14763,Suzuki,6585977,Grand Vitara,2005,92500.0,Automatic,21800.0,1995.0,5.0,White,140.0,183.0,4470.0,1810.0,1695.0,66.0,Japan
14764,Suzuki,6492691,Swift,2011,92500.0,Automatic,25800.0,1490.0,5.0,White,101.0,133.0,3760.0,1690.0,1510.0,43.0,Japan
14765,Nissan,6559365,Sentra,2001,92500.0,Manual,7800.0,1498.0,5.0,Blue,103.0,132.0,4470.0,1695.0,1445.0,50.0,Japan
14766,Mitsubishi,6575654,Pajero Sport,2011,97500.0,Automatic,45600.0,2477.0,7.0,Black,136.0,314.0,4695.0,1815.0,1800.0,70.0,Japan
14767,Volkswagen,6090285,Polo,2013,67500.0,Automatic,30800.0,1197.0,5.0,White,105.0,175.0,3970.0,1682.0,1462.0,45.0,Germany
14768,Volkswagen,6573010,Passat,2015,72500.0,Automatic,44800.0,1798.0,5.0,Bronze,160.0,250.0,4769.0,1820.0,1470.0,70.0,Germany
14769,Nissan,6570227,Serena,2016,72500.0,Automatic,72800.0,1997.0,8.0,Silver,147.0,210.0,4770.0,1735.0,1865.0,60.0,Japan
14770,Peugeot,6597465,408,2015,37500.0,Automatic,25999.0,1598.0,5.0,Grey,166.0,240.0,4682.0,1815.0,1525.0,60.0,France
14771,Toyota,6559012,Rush,2012,87500.0,Automatic,37800.0,1495.0,7.0,Black,109.0,141.0,4410.0,1695.0,1745.0,50.0,Japan
14772,Proton,6354807,Persona,2012,92500.0,Automatic,15800.0,1597.0,5.0,Brown,111.0,148.0,4477.0,1725.0,1438.0,50.0,Malaysia
14773,Honda,5413445,Stream,2012,67500.0,Automatic,66800.0,1799.0,7.0,White,140.0,174.0,4570.0,1695.0,1545.0,55.0,Japan
14774,Honda,6605545,Civic,2014,80000.0,Automatic,61800.0,1997.0,5.0,Black,155.0,190.0,4525.0,1755.0,1435.0,50.0,Japan
14775,Proton,6515496,Iriz,2015,42500.0,Automatic,23800.0,1332.0,5.0,Grey,95.0,120.0,3920.0,1722.0,1554.0,40.0,Malaysia
14776,Volkswagen,6605275,Scirocco,2011,92500.0,Automatic,55800.0,1390.0,4.0,Green,160.0,240.0,4256.0,1810.0,1404.0,55.0,Germany
14777,Toyota,6540370,Alphard,2011,87500.0,Automatic,45900.0,2362.0,7.0,Gold,170.0,224.0,4850.0,1830.0,1890.0,65.0,Japan
14778,Proton,6428312,Saga,2013,120000.0,Automatic,15900.0,1597.0,5.0,White,109.0,150.0,4278.0,1680.0,1520.0,40.0,Malaysia
14779,Toyota,6605483,Fortuner,2017,22500.0,Automatic,133800.0,2694.0,7.0,White,166.0,245.0,4795.0,4855.0,1835.0,80.0,Japan
14780,Mercedes-Benz,6198334,GLE43,2017,12500.0,Automatic,479000.0,2996.0,5.0,White,390.0,520.0,4819.0,1935.0,1796.0,93.0,Germany
14781,Honda,6499560,CR-Z,2012,80000.0,Automatic,55888.0,1496.0,4.0,Orange,124.0,167.0,4080.0,1740.0,1395.0,40.0,Japan
14782,Honda,6605405,CR-V,2018,17500.0,Automatic,135800.0,1498.0,5.0,White,193.0,243.0,4584.0,1855.0,1679.0,55.0,Japan
14783,Honda,6576406,Civic,2018,22500.0,Automatic,88800.0,1799.0,5.0,White,141.0,174.0,4630.0,1799.0,1416.0,47.0,Japan
14784,Toyota,6327872,Vios,2016,37500.0,Automatic,47800.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
14785,Toyota,6495594,Vios,2012,87500.0,Automatic,36800.0,1497.0,5.0,White,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14786,Perodua,6576294,Alza,2012,97500.0,Automatic,26800.0,1495.0,7.0,White,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
14787,Honda,6495580,Civic,2011,92500.0,Automatic,42800.0,1799.0,5.0,Red,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
14788,Honda,6466726,Civic,2015,87500.0,Automatic,62800.0,1997.0,5.0,White,155.0,190.0,4525.0,1755.0,1435.0,50.0,Japan
14789,Nissan,6271664,Frontier,2012,82500.0,Manual,28800.0,2488.0,5.0,Grey,133.0,304.0,5080.0,1825.0,1715.0,75.0,Japan
14790,Perodua,6465701,Alza,2012,90000.0,Automatic,29900.0,1495.0,7.0,Silver,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
14791,Daihatsu,6605351,Gran Max,2014,53248.0,Manual,35800.0,1495.0,3.0,White,97.0,134.0,4450.0,1750.0,2200.0,43.0,Japan
14792,Proton,6605366,Wira,2005,107500.0,Automatic,8996.0,1468.0,5.0,Silver,90.0,126.0,4270.0,1680.0,1385.0,50.0,Malaysia
14793,Land Rover,6457223,Range Rover,2005,87500.0,Automatic,69000.0,4197.0,5.0,White,405.0,560.0,4971.0,1956.0,1902.0,82.0,UK
14794,Porsche,6605331,Panamera,2010,72500.0,Automatic,158800.0,3605.0,4.0,Black,299.0,400.0,4970.0,1931.0,1418.0,80.0,Germany
14795,Land Rover,6457237,Range Rover Sport,2011,57500.0,Automatic,155000.0,5000.0,5.0,White,510.0,625.0,4783.0,1928.0,1789.0,84.0,UK
14796,Toyota,6596410,Alphard,2011,87500.0,Automatic,119999.0,3456.0,7.0,Black,280.0,344.0,4865.0,1840.0,1900.0,65.0,Japan
14797,Toyota,6564123,Vios,2004,150000.0,Automatic,18800.0,1496.0,5.0,Black,109.0,142.0,4285.0,1695.0,1435.0,45.0,Japan
14798,Honda,6576573,Civic,2008,127500.0,Automatic,42800.0,1998.0,5.0,White,155.0,188.0,4540.0,1750.0,1435.0,50.0,Japan
14799,Perodua,5930706,Myvi,2007,127500.0,Automatic,14800.0,1298.0,5.0,Silver,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14800,Proton,6257744,Exora,2013,67500.0,Automatic,29800.0,1597.0,7.0,Maroon,126.0,150.0,4592.0,1809.0,1691.0,55.0,Malaysia
14801,Ford,6526773,Ranger,2014,57500.0,Automatic,55800.0,2198.0,5.0,White,150.0,375.0,5359.0,1850.0,1815.0,80.0,USA
14802,Hyundai,6048045,Grand Starex,2012,77500.0,Automatic,73800.0,2497.0,11.0,White,170.0,392.0,5125.0,1920.0,1925.0,75.0,Japan
14803,Mazda,6605051,Biante,2014,67500.0,Automatic,71800.0,1998.0,8.0,Black,151.0,190.0,4715.0,1770.0,1835.0,60.0,Japan
14804,Honda,6599274,Stream,2007,92500.0,Automatic,37800.0,1799.0,7.0,Silver,140.0,174.0,4570.0,1695.0,1545.0,55.0,Japan
14805,Honda,6599240,Accord,2009,97500.0,Automatic,35800.0,2354.0,5.0,Grey,181.0,222.0,4945.0,1845.0,1475.0,70.0,Japan
14806,Hyundai,6565590,Grand Starex,2012,62500.0,Automatic,71800.0,2497.0,11.0,Black,170.0,392.0,5125.0,1920.0,1925.0,75.0,Japan
14807,Hyundai,6584222,Elantra,2013,82500.0,Automatic,36800.0,1797.0,5.0,White,150.0,178.0,4530.0,1775.0,1445.0,55.0,Japan
14808,Chery,6442195,Eastar,2013,112500.0,Automatic,19800.0,1971.0,7.0,White,136.0,180.0,4662.0,1820.0,1590.0,61.0,China
14809,Mercedes-Benz,6577867,GLA250,2018,10000.0,Automatic,213888.0,1991.0,5.0,White,211.0,350.0,4417.0,1804.0,1494.0,56.0,Germany
14810,Ford,6552857,EcoSport,2015,52500.0,Automatic,38888.0,1498.0,5.0,White,110.0,142.0,4273.0,1765.0,1675.0,52.0,USA
14811,Mercedes-Benz,6603648,C200,2013,97500.0,Automatic,73888.0,1796.0,5.0,Grey,184.0,270.0,4591.0,1770.0,1447.0,59.0,Germany
14812,Perodua,6319841,Myvi,2006,92500.0,Automatic,11800.0,1298.0,5.0,Grey,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14813,Nissan,6605139,Sentra,2010,97500.0,Automatic,13900.0,1597.0,5.0,Gold,118.0,143.0,4495.0,1695.0,1445.0,50.0,Japan
14814,Mitsubishi,6605156,Lancer,2010,82500.0,Automatic,38800.0,1998.0,5.0,Red,155.0,199.0,4570.0,1760.0,1490.0,59.0,Japan
14815,Mercedes-Benz,6571087,E250,2014,57500.0,Automatic,103800.0,1991.0,5.0,White,211.0,350.0,4879.0,1854.0,1474.0,80.0,Germany
14816,Nissan,6567388,Grand Livina,2014,72500.0,Automatic,41800.0,1598.0,7.0,Silver,105.0,150.0,4485.0,1700.0,1590.0,52.0,Japan
14817,Honda,6570655,City,2010,122500.0,Automatic,29800.0,1497.0,5.0,Grey,120.0,145.0,4395.0,1695.0,1470.0,42.0,Japan
14818,Mazda,6570995,CX-5,2014,122500.0,Automatic,72800.0,2488.0,5.0,Silver,185.0,250.0,4555.0,1840.0,1670.0,56.0,Japan
14819,Honda,6567369,City,2016,52500.0,Automatic,60800.0,1497.0,5.0,Grey,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14820,Honda,6605145,Accord,2009,92500.0,Automatic,28500.0,1997.0,5.0,White,156.0,189.0,4945.0,1845.0,1475.0,70.0,Japan
14821,Proton,6605141,Exora,2019,42500.0,Automatic,44800.0,1561.0,7.0,White,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
14822,Toyota,6596617,Camry,2014,77500.0,Automatic,71899.0,1998.0,5.0,Black,148.0,190.0,4825.0,1825.0,1470.0,70.0,Japan
14823,Nissan,6565107,Teana,2011,142500.0,Automatic,38899.0,2496.0,5.0,Silver,182.0,228.0,4850.0,1795.0,1480.0,70.0,Japan
14824,Perodua,6546773,Myvi,2006,120000.0,Automatic,12900.0,1298.0,5.0,Red,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14825,Mazda,6605119,RX-8,2003,87500.0,Automatic,28999.0,1308.0,4.0,Grey,209.0,222.0,4425.0,1770.0,1340.0,61.0,Japan
14826,Volkswagen,6597925,Vento,2017,42500.0,Automatic,54800.0,1197.0,5.0,White,105.0,175.0,4384.0,1699.0,1465.0,55.0,Germany
14827,Honda,6501063,Accord,2014,57500.0,Automatic,72800.0,2356.0,5.0,White,175.0,225.0,4870.0,1850.0,1465.0,65.0,Japan
14828,Mercedes-Benz,6595936,A250,2014,112500.0,Automatic,126000.0,1991.0,5.0,Grey,211.0,350.0,4292.0,1780.0,1433.0,50.0,Germany
14829,Maserati,6368205,Levante,2017,17500.0,Automatic,488000.0,2979.0,5.0,White,430.0,580.0,5003.0,1968.0,1679.0,80.0,Italy
14830,Mercedes-Benz,6605098,CLA250,2015,57500.0,Automatic,163800.0,1991.0,5.0,White,211.0,350.0,4630.0,1777.0,1432.0,50.0,Germany
14831,Toyota,6225887,Vios,2014,57500.0,Automatic,55796.0,1497.0,5.0,Silver,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
14832,Toyota,6508218,Prius C,2013,57500.0,Automatic,46000.0,1497.0,5.0,Black,73.0,111.0,3995.0,1695.0,1455.0,36.0,Japan
