,make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,length,width,height,fuel_tanks_litres,country
14833,Toyota,6496186,Hiace,2016,77500.0,Manual,103000.0,2494.0,10.0,White,102.0,260.0,2930.0,1545.0,1565.0,70.0,Japan
14834,Toyota,6605057,Camry,2015,70000.0,Automatic,103800.0,1998.0,5.0,White,167.0,199.0,4850.0,1825.0,1470.0,70.0,Japan
14835,Perodua,6533109,Myvi,2016,47500.0,Automatic,30800.0,1298.0,5.0,Maroon,91.0,117.0,3695.0,1665.0,1570.0,40.0,Malaysia
14836,Toyota,6485119,Vios,2008,82500.0,Automatic,22888.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14837,Toyota,6604098,Camry,2014,65000.0,Automatic,79800.0,1998.0,5.0,White,148.0,190.0,4825.0,1825.0,1470.0,70.0,Japan
14838,Ford,6360252,Fiesta,2013,62500.0,Automatic,29900.0,1498.0,5.0,White,111.0,140.0,3982.0,1722.0,1489.0,43.0,USA
14839,Honda,6604950,Civic,2014,92500.0,Automatic,39800.0,1497.0,5.0,Silver,111.0,172.0,4525.0,1755.0,1435.0,50.0,Japan
14840,Kia,6604925,Sportage,2013,77500.0,Automatic,42800.0,1998.0,5.0,Brown,166.0,197.0,4350.0,1800.0,1695.0,55.0,Japan
14841,Honda,6604899,HR-V,2015,52500.0,Automatic,69800.0,1799.0,5.0,Grey,143.0,172.0,4294.0,1772.0,1605.0,50.0,Japan
14842,Kia,6501279,Sportage,2013,57500.0,Automatic,48800.0,1998.0,5.0,White,166.0,197.0,4350.0,1800.0,1695.0,55.0,Japan
14843,Toyota,6137812,Prius C,2012,52500.0,Automatic,27500.0,1497.0,5.0,Silver,73.0,111.0,3995.0,1695.0,1455.0,36.0,Japan
14844,Perodua,6380934,Myvi,2013,52500.0,Automatic,26300.0,1298.0,5.0,White,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
14845,Nissan,6344185,Navara,2013,62500.0,Automatic,37800.0,2488.0,5.0,White,144.0,356.0,5230.0,1850.0,1780.0,80.0,Japan
14846,Proton,6303810,Exora,2012,82500.0,Automatic,26800.0,1597.0,7.0,Grey,126.0,150.0,4592.0,1809.0,1691.0,55.0,Malaysia
14847,Nissan,6452926,Navara,2010,67500.0,Automatic,37800.0,2488.0,5.0,Grey,174.0,403.0,5230.0,1850.0,1780.0,80.0,Japan
14848,Honda,6394288,Civic,2011,82500.0,Automatic,46900.0,1799.0,5.0,Black,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
14849,Honda,6604592,Accord,2014,62500.0,Automatic,65400.0,1997.0,5.0,Unknown,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
14850,Nissan,6271904,Sentra,2010,92500.0,Automatic,17800.0,1597.0,5.0,White,118.0,143.0,4495.0,1695.0,1445.0,50.0,Japan
14851,Toyota,6282900,Corolla Altis,2010,137500.0,Automatic,48500.0,1987.0,5.0,Silver,145.0,187.0,4540.0,1760.0,1465.0,55.0,Japan
14852,Audi,6249374,S6,2012,42500.0,Automatic,199800.0,3993.0,5.0,Grey,420.0,550.0,4931.0,1874.0,1440.0,55.0,Germany
14853,BMW,6455673,X4,2014,82500.0,Automatic,179800.0,1997.0,5.0,Red,245.0,350.0,4671.0,1881.0,1624.0,67.0,Germany
14854,BMW,6604606,325i,2004,150000.0,Automatic,27000.0,2494.0,5.0,Black,192.0,245.0,4471.0,1739.0,1415.0,63.0,Germany
14855,Mazda,6379093,2,2016,72500.0,Automatic,54800.0,1496.0,5.0,Red,116.0,148.0,4320.0,1695.0,1470.0,44.0,Japan
14856,Mercedes-Benz,6549529,CLA45 AMG,2014,67500.0,Automatic,218000.0,1991.0,5.0,White,360.0,450.0,4630.0,1777.0,1432.0,64.0,Germany
14857,Honda,6604643,Civic,2002,297500.0,Automatic,20000.0,1668.0,5.0,Red,131.0,155.0,4435.0,1720.0,1440.0,45.0,Japan
14858,Volkswagen,6604771,Beetle,2010,57500.0,Automatic,39800.0,1984.0,4.0,Grey,116.0,172.0,4081.0,1724.0,1498.0,55.0,Germany
14859,Perodua,6458356,Axia,2016,7500.0,Automatic,29800.0,998.0,5.0,Silver,67.0,90.0,3640.0,1620.0,1510.0,33.0,Malaysia
14860,Nissan,6544091,Sylphy,2011,72500.0,Automatic,26800.0,1997.0,5.0,Grey,133.0,191.0,4610.0,1695.0,1510.0,52.0,Japan
14861,Toyota,6117932,Vios,2015,67500.0,Automatic,53800.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
14862,Land Rover,5849465,Range Rover Sport,2015,17500.0,Automatic,288800.0,2995.0,5.0,White,340.0,450.0,4850.0,2073.0,1780.0,105.0,UK
14863,Subaru,6485132,XV,2017,37500.0,Automatic,69888.0,1995.0,5.0,White,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
14864,Nissan,6604706,Navara,2011,92500.0,Automatic,39800.0,2488.0,5.0,Black,174.0,403.0,5230.0,1850.0,1780.0,80.0,Japan
14865,Honda,6604754,Civic,2013,72500.0,Automatic,51800.0,1798.0,5.0,Silver,141.0,174.0,4525.0,1755.0,1435.0,50.0,Japan
14866,Proton,6050278,Suprima S,2015,37500.0,Automatic,38800.0,1561.0,5.0,Red,140.0,205.0,4536.0,1786.0,1524.0,50.0,Malaysia
14867,BMW,6490169,328i,2000,127500.0,Automatic,15800.0,2793.0,5.0,Red,193.0,280.0,4470.0,1740.0,1415.0,63.0,Germany
14868,BMW,6367959,X5,2003,97500.0,Automatic,20800.0,2979.0,5.0,Black,231.0,300.0,4667.0,1872.0,1715.0,93.0,Germany
14869,Nissan,6084833,X-Trail,2015,67500.0,Automatic,75800.0,1997.0,7.0,Silver,144.0,200.0,4640.0,1820.0,1715.0,60.0,Japan
14870,Audi,5710899,Q7,2011,62500.0,Automatic,72800.0,2967.0,7.0,White,239.0,550.0,5086.0,1983.0,1737.0,100.0,Germany
14871,Nissan,6173890,Grand Livina,2011,82500.0,Automatic,28500.0,1598.0,7.0,Silver,105.0,150.0,4420.0,1690.0,1590.0,52.0,Japan
14872,Honda,6559453,Jazz,2014,62500.0,Automatic,46800.0,1497.0,5.0,White,120.0,145.0,3955.0,1694.0,1524.0,40.0,Japan
14873,Honda,5970993,City,2015,82500.0,Automatic,47500.0,1497.0,5.0,Grey,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14874,Honda,6573997,City,2016,82500.0,Automatic,52800.0,1497.0,5.0,Grey,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14875,Proton,6591844,Saga,2018,2500.0,Automatic,26800.0,1332.0,5.0,Grey,95.0,120.0,4331.0,1689.0,1491.0,40.0,Malaysia
14876,Ford,6413264,Kuga,2014,52500.0,Automatic,36800.0,1596.0,5.0,Black,179.0,240.0,4524.0,1838.0,1702.0,60.0,USA
14877,Toyota,6465820,Vellfire,2014,22500.0,Automatic,149800.0,2362.0,7.0,Black,170.0,224.0,4885.0,1840.0,1900.0,65.0,Japan
14878,Mitsubishi,6604685,Triton,2017,37500.0,Automatic,79800.0,2442.0,5.0,White,181.0,430.0,5280.0,1815.0,1780.0,75.0,Japan
14879,Toyota,6547223,Camry,2010,90000.0,Automatic,54800.0,2362.0,5.0,Grey,167.0,224.0,4825.0,1820.0,1470.0,70.0,Japan
14880,Toyota,6561123,Corolla Altis,2013,70000.0,Automatic,48800.0,1798.0,5.0,White,140.0,173.0,4540.0,1760.0,1465.0,55.0,Japan
14881,Proton,6604656,Iriz,2015,82500.0,Automatic,23800.0,1332.0,5.0,Silver,95.0,120.0,3920.0,1722.0,1554.0,40.0,Malaysia
14882,Toyota,6526541,Camry,2003,92500.0,Automatic,15800.0,1998.0,5.0,White,196.0,190.0,4825.0,1810.0,1490.0,70.0,Japan
14883,Toyota,6562103,Camry,2014,60000.0,Automatic,79800.0,1998.0,5.0,White,148.0,190.0,4825.0,1825.0,1470.0,70.0,Japan
14884,Proton,6477922,Iriz,2014,72500.0,Automatic,26500.0,1597.0,5.0,Grey,109.0,150.0,3920.0,1722.0,1554.0,40.0,Malaysia
14885,BMW,6603368,740Le,2018,37500.0,Automatic,346000.0,1998.0,5.0,Blue,258.0,400.0,5238.0,1902.0,1479.0,78.0,Germany
14886,BMW,6604115,328i,2013,70000.0,Automatic,124800.0,1997.0,5.0,White,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
14887,Honda,6604607,City,2014,82500.0,Automatic,47800.0,1497.0,5.0,Grey,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
14888,Mitsubishi,6450024,Triton,2011,92500.0,Manual,25500.0,2477.0,5.0,Black,75.0,149.0,5215.0,1750.0,1655.0,75.0,Japan
14889,Proton,6525657,Iriz,2016,22500.0,Automatic,27900.0,1597.0,5.0,Grey,109.0,150.0,3920.0,1722.0,1554.0,40.0,Malaysia
14890,Perodua,6222289,Myvi,2008,87500.0,Automatic,13500.0,1298.0,5.0,Green,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14891,Perodua,6474303,Myvi,2014,52500.0,Automatic,27600.0,1298.0,5.0,Purple,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
14892,Toyota,6563784,Alphard,2008,92500.0,Automatic,82800.0,2362.0,7.0,White,159.0,220.0,4840.0,1805.0,1935.0,70.0,Japan
14893,Honda,6604437,Civic,2018,47500.0,Automatic,99800.0,1498.0,5.0,Silver,173.0,220.0,4630.0,1799.0,1416.0,47.0,Japan
14894,Mazda,6308058,6,2011,72500.0,Automatic,36800.0,2488.0,5.0,White,170.0,226.0,4755.0,1795.0,1440.0,64.0,Japan
14895,Honda,6547377,City,2005,97500.0,Automatic,14800.0,1497.0,5.0,Silver,90.0,131.0,4390.0,1690.0,1485.0,42.0,Japan
14896,Suzuki,6526345,Swift,2013,92500.0,Automatic,31718.0,1372.0,5.0,Silver,95.0,130.0,3850.0,1695.0,1510.0,42.0,Japan
14897,Audi,5999784,A4,2012,72500.0,Automatic,61800.0,1798.0,5.0,Black,160.0,250.0,4703.0,1826.0,1427.0,65.0,Germany
14898,Mazda,6263881,8,2010,72500.0,Automatic,51999.0,2260.0,8.0,White,163.0,203.0,4860.0,1850.0,1685.0,68.0,Japan
14899,Toyota,6348076,Vios,2013,62500.0,Automatic,39900.0,1497.0,5.0,Brown,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
14900,Toyota,6598755,Corolla Altis,2012,87500.0,Automatic,44800.0,1798.0,5.0,White,140.0,173.0,4540.0,1760.0,1465.0,55.0,Japan
14901,Honda,6546224,Accord,2007,87500.0,Automatic,22999.0,1998.0,5.0,Silver,204.0,186.0,4830.0,1820.0,1455.0,65.0,Japan
14902,Perodua,6604540,Axia,2016,72500.0,Automatic,24800.0,998.0,5.0,Unknown,67.0,90.0,3640.0,1620.0,1510.0,33.0,Malaysia
14903,Volkswagen,6561998,Passat,2011,92500.0,Automatic,36000.0,1798.0,5.0,Blue,160.0,250.0,4769.0,1820.0,1470.0,70.0,Germany
14904,BMW,6536412,330i,2016,52500.0,Automatic,137500.0,1998.0,5.0,Black,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
14905,BMW,6145128,X6,2011,57500.0,Automatic,168888.0,4395.0,4.0,Blue,555.0,680.0,4876.0,1983.0,1690.0,85.0,Germany
14906,Mitsubishi,6604547,Lancer,2015,42500.0,Automatic,69888.0,1998.0,5.0,White,150.0,197.0,4570.0,1760.0,1490.0,59.0,Japan
14907,Subaru,6395333,XV,2016,52500.0,Automatic,73800.0,1995.0,5.0,Silver,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
14908,Honda,6546197,Accord,2009,77500.0,Automatic,33999.0,1997.0,5.0,Grey,156.0,189.0,4945.0,1845.0,1475.0,70.0,Japan
14909,Perodua,6319298,Myvi,2015,77500.0,Manual,22988.0,1298.0,5.0,Silver,91.0,117.0,3695.0,1665.0,1570.0,40.0,Malaysia
14910,Lexus,6585228,ES250,2015,72500.0,Automatic,116888.0,2494.0,5.0,White,184.0,235.0,4915.0,1820.0,1450.0,65.0,Japan
14911,Toyota,6579684,Vios,2006,97500.0,Automatic,16800.0,1496.0,5.0,Black,109.0,142.0,4285.0,1695.0,1435.0,45.0,Japan
14912,Ford,6546173,Focus,2013,57500.0,Automatic,34999.0,1999.0,5.0,Red,170.0,202.0,4358.0,1824.0,1466.0,55.0,USA
14913,BMW,6424779,525i,2006,82500.0,Automatic,31999.0,2494.0,5.0,Black,192.0,245.0,4841.0,1846.0,1468.0,70.0,Germany
14914,BMW,6233157,X5,2007,72500.0,Automatic,28999.0,2996.0,5.0,Blue,272.0,315.0,4854.0,1933.0,1766.0,85.0,Germany
14915,BMW,6546147,320d,2012,57500.0,Automatic,76999.0,1995.0,5.0,Silver,184.0,380.0,4531.0,1817.0,1421.0,61.0,Germany
14916,BMW,6361747,528i,2012,52500.0,Automatic,109999.0,1997.0,5.0,Black,245.0,350.0,4899.0,1860.0,1464.0,55.0,Germany
14917,BMW,6330720,520d,2013,57500.0,Automatic,91999.0,1995.0,5.0,Black,184.0,380.0,4899.0,2094.0,1464.0,70.0,Germany
14918,BMW,6560559,745Li,2004,87500.0,Automatic,28999.0,4398.0,4.0,White,333.0,450.0,5169.0,1902.0,1482.0,55.0,Germany
14919,BMW,6424626,523i,2009,77500.0,Automatic,40999.0,2497.0,5.0,Black,190.0,230.0,4841.0,1846.0,1468.0,70.0,Germany
14920,Proton,6502974,Inspira,2012,77500.0,Automatic,31800.0,1998.0,5.0,Yellow,150.0,197.0,4570.0,1760.0,1490.0,59.0,Malaysia
14921,BMW,6060228,750Li,2008,87500.0,Automatic,56999.0,4799.0,5.0,Gold,367.0,490.0,5179.0,1902.0,1484.0,88.0,Germany
14922,Honda,6533387,Stream,2012,87500.0,Automatic,61800.0,1799.0,7.0,White,140.0,174.0,4570.0,1695.0,1545.0,55.0,Japan
14923,Audi,6025647,A4,2012,77500.0,Automatic,61999.0,1798.0,5.0,Black,160.0,250.0,4703.0,1826.0,1427.0,65.0,Germany
14924,Audi,6422162,A6,2013,52500.0,Automatic,65999.0,1984.0,5.0,Gold,213.0,350.0,4915.0,1874.0,1455.0,73.0,Germany
14925,Perodua,6496075,Alza,2014,42500.0,Automatic,36300.0,1495.0,7.0,White,103.0,136.0,4230.0,1695.0,1620.0,42.0,Malaysia
14926,MINI,5949212,5 Door,2018,2500.0,Automatic,224000.0,1998.0,5.0,Red,192.0,280.0,4005.0,1727.0,1425.0,44.0,UK
14927,Audi,6262986,S6,2013,42500.0,Automatic,199999.0,3993.0,5.0,Black,420.0,550.0,4931.0,1874.0,1440.0,55.0,Germany
14928,BMW,6520114,330i,2019,2500.0,Automatic,276800.0,1998.0,5.0,White,258.0,400.0,4709.0,1827.0,1435.0,59.0,Germany
14929,Honda,6596285,HR-V,2019,2500.0,Automatic,88700.0,1799.0,5.0,Blue,143.0,172.0,4334.0,1772.0,1605.0,50.0,Japan
14930,Mercedes-Benz,6531969,GLA250,2014,67500.0,Automatic,143700.0,1991.0,5.0,Black,211.0,350.0,4417.0,1804.0,1494.0,56.0,Germany
14931,Perodua,6555755,Myvi,2017,52500.0,Automatic,35700.0,1495.0,5.0,Silver,103.0,136.0,3685.0,1665.0,1570.0,40.0,Malaysia
14932,BMW,6239023,328i,2012,87500.0,Automatic,91800.0,1997.0,5.0,Red,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
14933,Perodua,6575470,Myvi,2006,92500.0,Automatic,14500.0,1298.0,5.0,Black,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
14934,Honda,6602407,Accord,2011,82500.0,Automatic,55888.0,2354.0,5.0,Silver,181.0,222.0,4945.0,1845.0,1475.0,70.0,Japan
14935,Volkswagen,6587610,Polo,2016,47500.0,Automatic,25800.0,1598.0,5.0,Grey,105.0,153.0,3970.0,1682.0,1453.0,45.0,Germany
14936,Honda,6604425,Civic,2017,77500.0,Automatic,91800.0,1498.0,5.0,White,173.0,220.0,4630.0,1799.0,1416.0,47.0,Japan
14937,Volvo,6604359,XC90,2017,67500.0,Automatic,238888.0,1969.0,7.0,Black,320.0,400.0,4950.0,1958.0,1776.0,70.0,Sweden
14938,Kia,6604322,Optima K5,2014,77500.0,Automatic,53888.0,1999.0,5.0,White,165.0,198.0,4856.0,1835.0,1455.0,70.0,Japan
14939,BMW,6604328,118i,2015,72500.0,Automatic,69888.0,1598.0,5.0,White,170.0,250.0,4324.0,1765.0,1421.0,52.0,Germany
14940,Honda,6604282,HR-V,2018,62500.0,Automatic,69888.0,1799.0,5.0,White,143.0,172.0,4294.0,1772.0,1605.0,50.0,Japan
14941,BMW,6604307,528i,2012,77500.0,Automatic,113888.0,1997.0,5.0,White,245.0,350.0,4899.0,1860.0,1464.0,55.0,Germany
14942,BMW,6604276,118i,2015,27500.0,Automatic,73888.0,1598.0,5.0,Grey,170.0,250.0,4324.0,1765.0,1421.0,52.0,Germany
14943,Nissan,6604259,Murano,2006,107500.0,Automatic,25888.0,2488.0,5.0,Black,163.0,245.0,4770.0,1880.0,1685.0,82.0,Japan
14944,Lexus,6575473,ES250,2014,97500.0,Automatic,126000.0,2494.0,5.0,Black,184.0,235.0,4900.0,1820.0,1450.0,65.0,Japan
14945,BMW,6230530,X5,2016,57500.0,Automatic,216000.0,1997.0,5.0,White,245.0,350.0,4886.0,1938.0,1762.0,85.0,Germany
14946,Proton,6604183,Exora,2012,77500.0,Automatic,27999.0,1561.0,7.0,Beige,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
14947,Ferrari,6485493,458 Italia,2010,42500.0,Automatic,828000.0,4497.0,2.0,Red,570.0,540.0,4527.0,1937.0,1213.0,86.0,Italy
14948,Toyota,6604143,Estima,2010,97500.0,Automatic,89999.0,2362.0,7.0,Black,170.0,223.0,4795.0,1800.0,1745.0,65.0,Japan
14949,Perodua,6560945,Myvi,2010,72500.0,Manual,13800.0,1298.0,5.0,White,87.0,116.0,3750.0,1665.0,1550.0,40.0,Malaysia
14950,Nissan,6604116,Serena,2019,22500.0,Automatic,101800.0,1997.0,7.0,Silver,150.0,200.0,4770.0,1740.0,1865.0,55.0,Japan
14951,Mercedes-Benz,6578715,C300,2018,2500.0,Automatic,309888.0,1991.0,4.0,Black,245.0,370.0,4686.0,1810.0,1405.0,55.0,Germany
14952,Proton,6535323,Waja,2007,132500.0,Automatic,10800.0,1597.0,5.0,Red,111.0,148.0,4465.0,1740.0,1420.0,55.0,Malaysia
14953,Proton,6532248,Saga,2013,62500.0,Automatic,18800.0,1597.0,5.0,White,109.0,150.0,4278.0,1680.0,1520.0,40.0,Malaysia
14954,Kia,6432286,Sportage,2009,87500.0,Automatic,18800.0,1975.0,5.0,Brown,141.0,184.0,4350.0,1800.0,1695.0,58.0,Japan
14955,Honda,6604032,HR-V,2018,62500.0,Automatic,69900.0,1799.0,5.0,White,143.0,172.0,4294.0,1772.0,1605.0,50.0,Japan
14956,Honda,6490454,Accord,2006,127500.0,Automatic,18888.0,2354.0,5.0,Black,170.0,218.0,4830.0,1820.0,1455.0,65.0,Japan
14957,BMW,5935104,X1,2012,72500.0,Automatic,59800.0,1995.0,5.0,Silver,150.0,200.0,4454.0,1798.0,1545.0,63.0,Germany
14958,Mercedes-Benz,6576637,E300,2019,2500.0,Automatic,350888.0,1991.0,5.0,Silver,261.0,370.0,4923.0,1852.0,1468.0,66.0,Germany
14959,Toyota,6509800,Unser,2004,197500.0,Manual,14800.0,1781.0,7.0,Unknown,83.0,147.0,4535.0,1710.0,1815.0,55.0,Japan
14960,Nissan,6462650,X-Trail,2003,92500.0,Automatic,15800.0,1998.0,5.0,Unknown,150.0,200.0,4510.0,1765.0,1675.0,60.0,Japan
14961,Volkswagen,6510690,Golf,2012,62500.0,Automatic,42800.0,1390.0,5.0,Unknown,160.0,240.0,4199.0,1786.0,1512.0,55.0,Germany
14962,Proton,6388901,Preve,2014,72500.0,Automatic,28800.0,1561.0,5.0,Blue,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
14963,Proton,6389329,Preve,2014,62500.0,Automatic,28800.0,1561.0,5.0,Silver,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
14964,Ford,6603918,Fiesta,2013,52500.0,Automatic,22888.0,1596.0,5.0,Red,120.0,152.0,3950.0,1722.0,1475.0,42.0,USA
14965,Toyota,6584835,Vellfire,2014,57500.0,Automatic,119900.0,3456.0,7.0,Black,280.0,344.0,4870.0,1830.0,1890.0,65.0,Japan
14966,Toyota,6058797,Vellfire,2012,97500.0,Automatic,88000.0,2362.0,7.0,Grey,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
14967,Honda,6348148,HR-V,2017,27500.0,Automatic,77900.0,1799.0,5.0,Silver,143.0,172.0,4294.0,1772.0,1605.0,50.0,Japan
14968,BMW,6561011,X3,2016,32500.0,Automatic,149800.0,1997.0,5.0,White,184.0,270.0,4657.0,1881.0,1678.0,67.0,Germany
14969,Mercedes-Benz,6402853,ML350,2009,32500.0,Automatic,129999.0,3498.0,5.0,Black,272.0,350.0,4781.0,1911.0,1815.0,108.0,Germany
14970,Volkswagen,6521295,Beetle,2013,67500.0,Automatic,63800.0,1390.0,4.0,White,160.0,240.0,4278.0,1808.0,1486.0,55.0,Germany
14971,Mitsubishi,6538888,ASX,2014,47500.0,Automatic,55800.0,1998.0,5.0,Grey,150.0,197.0,4295.0,1770.0,1615.0,63.0,Japan
14972,Audi,6187702,Q5,2012,72500.0,Automatic,57800.0,1984.0,5.0,White,211.0,350.0,4629.0,1880.0,1653.0,75.0,Germany
14973,Honda,6232444,Civic,2012,72500.0,Automatic,48888.0,1799.0,5.0,White,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
14974,Nissan,6271686,Almera,2014,42500.0,Automatic,26888.0,1498.0,5.0,Grey,102.0,139.0,4425.0,1695.0,1510.0,41.0,Japan
14975,Proton,6232611,Preve,2013,72500.0,Automatic,15888.0,1597.0,5.0,Gold,109.0,150.0,4543.0,1786.0,1524.0,50.0,Malaysia
14976,Toyota,6257310,Harrier,2001,107500.0,Automatic,15888.0,2362.0,5.0,White,160.0,220.0,4575.0,1816.0,1669.0,55.0,Japan
14977,Mercedes-Benz,6603547,E250 CGI,2012,52500.0,Automatic,93800.0,1796.0,5.0,Grey,204.0,310.0,4868.0,2071.0,1471.0,80.0,Germany
14978,Toyota,6603000,Avanza,2007,90000.0,Automatic,22800.0,1298.0,7.0,Green,92.0,120.0,4070.0,1630.0,1690.0,45.0,Japan
14979,Proton,6603006,Preve,2014,90000.0,Manual,29800.0,1597.0,5.0,Blue,109.0,150.0,4543.0,1786.0,1524.0,50.0,Malaysia
14980,Nissan,6603873,Teana,2015,60000.0,Automatic,76800.0,2488.0,5.0,Unknown,173.0,234.0,4885.0,1830.0,1485.0,65.0,Japan
14981,Toyota,6603416,Mark X,2014,72500.0,Automatic,128800.0,2499.0,5.0,Black,203.0,243.0,4750.0,1795.0,1435.0,55.0,Japan
14982,Honda,6603290,City,2014,107500.0,Automatic,47800.0,1497.0,5.0,White,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
14983,Honda,6603271,City,2014,107500.0,Automatic,51800.0,1497.0,5.0,White,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
14984,Toyota,6452097,Avanza,2009,95000.0,Automatic,24800.0,1495.0,7.0,White,109.0,141.0,4120.0,1635.0,1695.0,45.0,Japan
14985,BMW,6363654,520i,2016,77500.0,Automatic,168800.0,1997.0,5.0,White,184.0,270.0,4907.0,1860.0,1462.0,70.0,Germany
14986,Toyota,6584901,Corolla Altis,2014,97500.0,Automatic,63999.0,1798.0,5.0,Silver,139.0,173.0,4620.0,1776.0,1460.0,55.0,Japan
14987,Nissan,6587868,Grand Livina,2010,80000.0,Automatic,27900.0,1598.0,7.0,Grey,105.0,150.0,4420.0,1690.0,1590.0,52.0,Japan
14988,Audi,6603845,A5,2013,62500.0,Automatic,109999.0,1984.0,4.0,Blue,211.0,350.0,4625.0,1854.0,1372.0,55.0,Germany
14989,Porsche,6603829,Cayman,2008,57500.0,Automatic,106999.0,2687.0,2.0,Red,245.0,273.0,4341.0,1801.0,1305.0,64.0,Germany
14990,Peugeot,6343390,408,2016,82500.0,Automatic,23800.0,1598.0,5.0,Silver,166.0,245.0,4750.0,1820.0,1488.0,53.0,France
14991,Peugeot,6375264,208,2017,62500.0,Automatic,33800.0,1199.0,5.0,Black,111.0,205.0,3965.0,1739.0,1460.0,50.0,France
14992,Toyota,6463717,Fortuner,2011,92500.0,Automatic,49800.0,2694.0,7.0,Silver,160.0,241.0,4695.0,1540.0,1850.0,65.0,Japan
14993,Renault,6507421,Megane,2011,82500.0,Manual,73800.0,1998.0,5.0,Yellow,253.0,340.0,4299.0,1848.0,1435.0,60.0,France
14994,Mercedes-Benz,6018325,CLK200K,2006,97500.0,Automatic,46800.0,1796.0,4.0,White,163.0,240.0,4638.0,1740.0,1413.0,62.0,Germany
14995,Audi,6326105,A5,2011,62500.0,Automatic,69800.0,1984.0,4.0,Black,211.0,350.0,4625.0,1854.0,1372.0,55.0,Germany
14996,Perodua,6603836,Viva,2011,62500.0,Automatic,12800.0,989.0,5.0,Silver,61.0,90.0,3575.0,1475.0,1530.0,36.0,Malaysia
14997,Isuzu,6603478,D-Max,2017,47500.0,Automatic,67999.0,2999.0,5.0,Grey,177.0,380.0,5295.0,1860.0,1795.0,76.0,Japan
14998,Kia,5813387,Forte,2011,72500.0,Automatic,17800.0,1998.0,5.0,Silver,156.0,194.0,4530.0,1775.0,1460.0,52.0,Japan
14999,BMW,6602779,328i,2013,72500.0,Automatic,124800.0,1997.0,5.0,White,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
15000,Toyota,6602873,Corolla Altis,2013,72500.0,Automatic,48800.0,1798.0,5.0,White,140.0,173.0,4540.0,1760.0,1465.0,55.0,Japan
15001,Mercedes-Benz,6601883,C250 CGI,2013,57500.0,Automatic,98800.0,1796.0,5.0,Black,204.0,310.0,4591.0,1770.0,1447.0,66.0,Germany
15002,Nissan,6603817,Grand Livina,2008,87500.0,Automatic,22888.0,1598.0,7.0,Black,105.0,150.0,4420.0,1690.0,1590.0,52.0,Japan
15003,Lexus,6538537,RX270,2014,42500.0,Automatic,156800.0,2672.0,5.0,Black,188.0,252.0,4770.0,1885.0,1685.0,72.0,Japan
15004,BMW,6251221,X3,2015,42500.0,Automatic,142800.0,1997.0,5.0,Gold,184.0,270.0,4657.0,1881.0,1678.0,67.0,Germany
15005,Honda,6603800,Civic,2013,85000.0,Automatic,61800.0,1997.0,5.0,Black,155.0,190.0,4525.0,1755.0,1435.0,50.0,Japan
15006,Proton,6338372,Inspira,2013,67500.0,Manual,30800.0,1798.0,5.0,Silver,140.0,177.0,4570.0,1760.0,1490.0,59.0,Malaysia
15007,Toyota,6552045,Previa,2014,82500.0,Automatic,124800.0,2362.0,7.0,Black,170.0,224.0,4795.0,1800.0,1750.0,65.0,Japan
15008,Mitsubishi,6552139,ASX,2014,82500.0,Automatic,53800.0,1998.0,5.0,Black,150.0,197.0,4295.0,1770.0,1615.0,60.0,Japan
15009,Lexus,6426010,GS250,2013,97500.0,Automatic,115500.0,2499.0,5.0,Silver,209.0,253.0,4850.0,1840.0,1455.0,66.0,Japan
15010,BMW,6495295,523i,2009,117500.0,Automatic,46800.0,2497.0,5.0,Black,190.0,230.0,4841.0,1846.0,1468.0,70.0,Germany
15011,Audi,6599172,Q3,2014,72500.0,Automatic,74800.0,1395.0,5.0,Brown,152.0,250.0,4385.0,1831.0,1608.0,64.0,Germany
