link,Engine Capacity,Seat Capacity,Colour
https://www.carlist.my/used-cars/2002-proton-waja-1-6-sedan-cheap-sell-cash-no-paint/6456072,1584 cc,5,Bronze
https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-sxi-hatchback-low-mileage-one-owner/6462693,1298 cc,5,Black
https://www.carlist.my/used-cars/2010-honda-city-1-5-s-i-vtec-sport-rim-dvd-player-orighinal-paint-low-mileage/6462699,1497 cc,5,Silver
https://www.carlist.my/used-cars/2004-toyota-hilux-2-5-sr-turbo-pickup-truck-a-good-condition/6216751,2494 cc,5,Bronze
https://www.carlist.my/used-cars/mazda-3-2-0-gls-sport-a-facelift-paddle-shift-leather/6271760,1999 cc,5,White
https://www.carlist.my/used-cars/honda-stream-2-0-ivs-facelift-a-rn3-absolute-import-baru/6298269,1998 cc,7,Black
https://www.carlist.my/used-cars/2012-toyota-avanza-1-5-g-a-downpayment-1k-only/6361465,1495 cc,7,Silver
https://www.carlist.my/used-cars/come-and-see-2015-mini-cooper-2-9l-jcw-steering-good-condition/6462695,1598 cc,2,Blue
https://www.carlist.my/used-cars/chinese-new-year-2019-mini-clubman-2-0-cooper-s-wagon/6108419,1998 cc,5,Silver
https://www.carlist.my/used-cars/2009-mercedes-benz-c200-kompressor-1-8-elegance-sedan/6002854,1796 cc,5,Silver
https://www.carlist.my/used-cars/2008-mercedes-benz-e200k-1-8-a-avantgarde-spec-leather-seats-electric-must-view/6347798,1796 cc,5,Grey
https://www.carlist.my/used-cars/2016-volkswagen-passat-1-8-a-paddleshirt-leather-seat-tiptop-must-vew/6297250,1798 cc,5,Brown
https://www.carlist.my/used-cars/isuzu-d-max-2-5-a-turbo-4x4-facelift-premium-spec-pickup-model/6460240,2499 cc,5,Blue
https://www.carlist.my/used-cars/f-serv-rec-2017-bmw-318i-1-5-m-sport-luxury-m3-warranty-2022/6459108,1499 cc,5,White
https://www.carlist.my/used-cars/full-ser-record-2016-mercedes-benz-e200-2-0-amg-under-warranty-till-dec-2020-avantgarde/6317194,1991 cc,5,Red
https://www.carlist.my/used-cars/2011-lexus-rx270-2-7-a-cbu-free-warranty/6462589,2672 cc,5,Red
https://www.carlist.my/used-cars/2011-toyota-wish-1-8-a-reg-2014/6462615,1797 cc,7,White
https://www.carlist.my/used-cars/2011-mazda-3-1-6-a-sport-sedan/6462571,1598 cc,5,Grey
https://www.carlist.my/used-cars/2013-audi-a4-1-8-tfsi-sedan/6462604,1798 cc,5,Grey
https://www.carlist.my/used-cars/2011-proton-saga-1-3-fl-standard-sedan-a-tip-top-like-new/6454244,1332 cc,5,Silver
https://www.carlist.my/used-cars/2015-proton-iriz-1-6-premium-hatchback/6450770,1597 cc,5,Silver
https://www.carlist.my/used-cars/proton-preve-1-6-a-premium-clear-stock-promotion/6461092,1561 cc,5,Silver
https://www.carlist.my/used-cars/mfg-year-verified-verified-volkswagen-passat-2-0-a-tsi-highline-model-hp220/6460938,1984 cc,5,Blue
https://www.carlist.my/used-cars/2018-honda-hr-v-1-8-i-vtec-v-suv-a-full-service-honda/6432990,1799 cc,5,Black
https://www.carlist.my/used-cars/2015-toyota-innova-2-0-g-mpv-a-1k-muka-tip-top-like-new/6433111,1998 cc,8,Grey
https://www.carlist.my/used-cars/2017-bmw-740le-2-0-xdrive-sedan-5-yrs-warranty-5-yrs-service-only-330k/6462556,1998 cc,5,White
https://www.carlist.my/used-cars/2009-aston-martin-rapide-5-9-one-vvip-owner/5945784,5935 cc,4,Grey
https://www.carlist.my/used-cars/2017-volvo-v90-2-0-t5-full-service-record-under-warranty/6002821,1969 cc,5,Silver
https://www.carlist.my/used-cars/2009-aston-martin-rapide-5-9-one-vvip-owner/5932356,5935 cc,4,Grey
https://www.carlist.my/used-cars/2009-aston-martin-rapide-5-9-full-service-record-very-low-mileage/5572371,5935 cc,4,Grey
https://www.carlist.my/used-cars/2018-hyundai-grand-starex-2-5-royale-premium-mpv/6349882,2497 cc,11,White
https://www.carlist.my/used-cars/2016-honda-hr-v-1-8-i-vtec-v-suv/6451075,1799 cc,5,Purple
https://www.carlist.my/used-cars/2012-toyota-camry-2-0-g-sedan-accident-free-very-well-maintained/6110847,1998 cc,5,Silver
https://www.carlist.my/used-cars/2017-kia-cerato-1-6-k3-sedan-full-service-by-kia-under-warranty-by-kia-free-accident/6302904,1591 cc,5,White
https://www.carlist.my/used-cars/2011-peugeot-308-turbo-1-6-a-well-maintained-clean-interior-accident-free/6462476,1598 cc,5,Red
https://www.carlist.my/used-cars/12-hajiowner-plat-putrajaya-fullkit-highspec-carking-innova-2-0-g-tiptop-macam-baru-cepat-cepat-beli-call-saya/6462460,1998 cc,8,Black
https://www.carlist.my/used-cars/2005-08-bmw-630i-3-0-coupe-special-2-digit-number-plate/6314704,2996 cc,4,White
https://www.carlist.my/used-cars/10-hajiown-trd-no-offroad-commanrail-lknew-leather-hilux-2-5-g-pickup-super-powerful-view-to-trust-call-me-fast-promotion/6462435,2494 cc,5,Black
https://www.carlist.my/used-cars/2014-17-porsche-911-3-8-carrera-4s-a-sunroof-26k-mileage-1-owner-only-year-end-promo/5553307,3800 cc,4,Blue
https://www.carlist.my/used-cars/2018-mercedes-benz-c250-amg-2-0-w205-5k-mil-9-speed-u-wrrnty/6155560,1991 cc,5,Grey
https://www.carlist.my/used-cars/2014-lexus-es250-2-5-luxury-sedan-nice-condition-with-warranty/6449609,2494 cc,5,White
https://www.carlist.my/used-cars/2012-kia-forte-2-0-sx-sedan/6455769,1998 cc,5,Red
https://www.carlist.my/used-cars/2016-mercedes-benz-cla200-1-6-local-spec-f-s-record/6215080,1595 cc,5,Grey
https://www.carlist.my/used-cars/volkswagen-polo-1-6-sedan-a-full-service-record-polo-sedan-1owner-selling-cheap-in-market/6461800,1598 cc,5,White
https://www.carlist.my/used-cars/2010-chevrolet-captiva-2-4-suv-awd-good-condition/6379509,2405 cc,7,Red
https://www.carlist.my/used-cars/2016-honda-hr-v-1-8-v-i-vtec-full-spec-warranty-full-service-record-ori-mileage-full-bodykit-keyless-push-start-end-year-sale/6347988,1799 cc,5,Grey
https://www.carlist.my/used-cars/act-yr-2010-2014-porsche-cayenne-4-8-s-a-hamann-bodykit-sunroof-power-boat0-high-spec/5953503,4806 cc,5,Grey
https://www.carlist.my/used-cars/perodua-myvi-1-5-a-se-hatchback-one-lady-owner-service-on-time-100-accident-free-high-loan-tip-top-condition-must-view/6422665,1495 cc,5,White
https://www.carlist.my/used-cars/toyota-harrier-2-0-premium-advanced-panoramic-glass-t-sunroof-electric-seat/6332754,1998 cc,5,Black
https://www.carlist.my/used-cars/toyota-harrier-2-0-premium-advanced-panoramic-glass-t-sunroof-electric-seat/6291812,1986 cc,5,Black
https://www.carlist.my/used-cars/2012-mazda-3-2-0-sedan-a-used-car/6460326,1999 cc,5,Silver
https://www.carlist.my/used-cars/2009-proton-saga-1-3-b-line-sedan-a-used-car/6460330,1332 cc,5,White
https://www.carlist.my/used-cars/2013-kia-cerato-1-6-sedan-a-used-car/6460324,1591 cc,5,Grey
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-g-vnt-pickup-truck-town-use-super-clean-interior-high-loan/6240683,2494 cc,5,Silver
https://www.carlist.my/used-cars/isuzu-d-max-2-5-premium-pickup-truck-2016-4x2-free-insurance/5687192,2499 cc,5,Grey
https://www.carlist.my/used-cars/2010-honda-cr-v-2-0-i-vtec-suv/6425192,1997 cc,5,Silver
https://www.carlist.my/used-cars/2013-honda-city-1-5-e-i-vtec-honda-full-service-record/6422477,1497 cc,5,Grey
https://www.carlist.my/used-cars/2012-ford-fiesta-1-5-sport-hatchback/6443223,1596 cc,5,Maroon
https://www.carlist.my/used-cars/2014-nissan-navara-2-5-calibre-pickup-truck/6434562,2488 cc,5,Black
https://www.carlist.my/used-cars/2018-bmw-530e-2-0-sport-line-iperformance-sedan/5712066,1998 cc,5,White
https://www.carlist.my/used-cars/2017-bmw-420i-2-0-sport-line-coupe/5660101,1998 cc,4,White
https://www.carlist.my/used-cars/2017-toyota-innova-2-0-g-mpv/6461418,1998 cc,8,
https://www.carlist.my/used-cars/2014-kia-optima-k5-2-0-base-spec-sedan/6353452,1999 cc,5,White
https://www.carlist.my/used-cars/2007-toyota-avanza-1-3-manual-nice-super-condition-all-original-part-kualiti-dijaminkan-new-year-sale-deal-sampai-jadi/6461324,1298 cc,7,Green
https://www.carlist.my/used-cars/2011-honda-accord-2-4-i-vtec-vti-l-sedan/6461266,2354 cc,5,Grey
https://www.carlist.my/used-cars/2015-subaru-xv-2-0-premium-suv-best-deal/6427297,1995 cc,5,Red
https://www.carlist.my/used-cars/2016-proton-saga-1-3-executive-sedan/6184820,1332 cc,5,Gold
https://www.carlist.my/used-cars/2015-perodua-axia-1-0-a-g/6456866,998 cc,5,White
https://www.carlist.my/used-cars/2013-bmw-328i-2-0-m-sport-sedan/6427591,1997 cc,5,Blue
https://www.carlist.my/used-cars/2015-honda-accord-2-4-i-vtec-sedan/5826992,2356 cc,5,Silver
https://www.carlist.my/used-cars/2014-kia-optima-k5-2-0-sedan/6430354,1999 cc,5,Grey
https://www.carlist.my/used-cars/2016-toyota-camry-2-0-g-x-sedan/6430363,1998 cc,5,Black
https://www.carlist.my/used-cars/2017-honda-civic-1-5-tc-vtec-premium-sedan/6430380,1498 cc,5,White
https://www.carlist.my/used-cars/2016-mazda-2-1-5-skyactiv-g-sedan-a-tip-top-like-new/6376251,1496 cc,5,Grey
https://www.carlist.my/used-cars/2012-perodua-alza-1-5-ezi-mpv-one-hand-owner-high-loan-value-blacklisted-can-apply-tnc-call-now/6433196,1495 cc,7,Grey
https://www.carlist.my/used-cars/best-service-and-cheapest-price-in-town-2014-toyota-vios-1-5-g-sedan/6251036,1497 cc,5,Silver
https://www.carlist.my/used-cars/2010-mazda-6-2-5-sedan-one-owner-low-maileage-good-condition-car-like-new-compare-whit-camry-and-accord/6421288,2488 cc,5,White
https://www.carlist.my/used-cars/2012-ferrari-458-italia-4-5-coupe-10xxx-km-mileage/6460764,4497 cc,2,Yellow
https://www.carlist.my/used-cars/2003-mercedes-benz-sl55-amg-5-5-sl63-full-b-kits/5726763,5439 cc,2,White
https://www.carlist.my/used-cars/2012-hyundai-elantra-1-8-gls-premium-sedan/6421186,1797 cc,5,White
https://www.carlist.my/used-cars/honda-civic-1-8-s-i-vtec-a-mugen-rr-milano-red-1-lady-owner-only-original-engine-r18a-full-mugen-rr-sport-bodykit-double-vanos-tip-top-accident-free/6364382,1799 cc,5,Red
https://www.carlist.my/used-cars/ford-focus-2-0-sport-tdci-hatchback-leather-seat-6-speed-diesel-turbo/5815670,1997 cc,5,White
https://www.carlist.my/used-cars/volkswagen-passat-1-8-tsi-ckd-a-1-owner-sale/6286368,1798 cc,5,Silver
https://www.carlist.my/used-cars/2018-honda-city-1-5-v-i-vtec-sedan-a-still-under-warranty-honda/6460529,1497 cc,5,White
https://www.carlist.my/used-cars/2008-toyota-rush-1-5-g-spec-auto-leather-seat-tiptop-condition-blacklist-can-loan/6459191,1495 cc,7,Silver
https://www.carlist.my/used-cars/2012-toyota-innova-2-0-auto-g-spec-service-record-toyota-full-bodykit-tiptop-condition-high-loan/6455608,1998 cc,8,Silver
https://www.carlist.my/used-cars/2008-perodua-facelift-myvi-1-3-manual-tiptop-condition-blacklist-can-loan-down-payment-rm1000/6358332,1298 cc,5,Blue
https://www.carlist.my/used-cars/2013-nissan-almera-1-5-auto-impul-bodykit-tiptop-condition-blacklist-can-loan/6426133,1498 cc,5,Grey
https://www.carlist.my/used-cars/2008-honda-civic-1-8-auto-i-vtec-doch-engine-mugen-bodykit-leather-seat-tip-top-condition-blacklist-can-loan/6177886,1799 cc,5,Red
https://www.carlist.my/used-cars/2014-ford-focus-2-0-titanium-plus-sedan/6157078,1999 cc,5,Blue
https://www.carlist.my/used-cars/2007-honda-cr-v-2-0-i-vtec-suv/6434534,1997 cc,5,Black
https://www.carlist.my/used-cars/2014-mini-3-door-2-0-cooper-s-wired-imported-new-53k-km-mileage/6252739,1998 cc,4,Yellow
https://www.carlist.my/used-cars/nissan-almera-1-5-a-ori-nismo-new-facelift/6371319,1498 cc,5,Silver
https://www.carlist.my/used-cars/2014-bmw-316i-1-6-sedan-83k-km-new-goodyear-tyre/6286894,1598 cc,5,Red
https://www.carlist.my/used-cars/proton-satria-1-6-neo-a-campro-4spd-hp111-kmh185/6361470,1597 cc,5,Black
https://www.carlist.my/used-cars/2011-rolls-royce-ghost-century-edition-6-6-swb-sedan/5886658,6592 cc,5,Black
https://www.carlist.my/used-cars/volkswagen-golf-2-0-a-mk7-5-tsi-gti-9k-km-full-service-record/6223723,1984 cc,5,Grey
https://www.carlist.my/used-cars/toyota-vios-1-5-a-vvt-i-fully-trd-bodykit-hp109/6256862,1497 cc,5,White
https://www.carlist.my/used-cars/2014-bentley-continental-gt-4-0-v8s-coupe/5872253,3993 cc,4,White
https://www.carlist.my/used-cars/toyota-vios-1-5-g-limited-a-2014-1-lady-owner-use-only-original-g-limited-leather-seat-tiptop-condition-view-to-confirm/6449852,1497 cc,5,Grey
https://www.carlist.my/used-cars/lexus-rx350-3-5-a-2010-premium-with-sunroof-nappa-leather-seat-tiptop-condition-view-to-confirm/5532415,3456 cc,5,Black
https://www.carlist.my/used-cars/mazda-mx-5-roadster-2-0-a-tt-sport-mx5-warranty/5177315,1998 cc,2,Red
https://www.carlist.my/used-cars/2015-volkswagen-polo-1-6-ckd-sedan-tsi-a-monthly-rm3xx/5716455,1598 cc,5,Grey
https://www.carlist.my/used-cars/2009-toyota-corolla-altis-1-8-g-sedan-one-old-man-owner-full-bodykit-high-loan-must-view/6267235,1794 cc,5,Grey
https://www.carlist.my/used-cars/2011-volkswagen-golf-1-4-tsi-a-mk6/6359984,1390 cc,5,White
https://www.carlist.my/used-cars/2011-naza-forte-1-6-sx-enhanced-a-facelift-1-owne/6013421,1591 cc,5,Silver
https://www.carlist.my/used-cars/kia-forte-1-6-sx-p-start-f-sevis-rcd-liknew-car/6326753,1591 cc,5,Bronze
https://www.carlist.my/used-cars/2011-bmw-523i-2-5-base-spec-sedan/6458746,2497 cc,5,Black
https://www.carlist.my/used-cars/2012-toyota-camry-2-5-v-sedan/6458752,2494 cc,5,Black
https://www.carlist.my/used-cars/2010-toyota-fortuner-2-7-v-suv/6458809,2694 cc,7,Gold
https://www.carlist.my/used-cars/2010-audi-a5-2-0-tfsi-quattro-s-line-hatchback/6459102,1984 cc,5,Black
https://www.carlist.my/used-cars/1-ladies-owner-clean-interior-accident-free-great-condition-2012-toyota-avanza-1-5e-a-mpv/6227372,1495 cc,7,Silver
https://www.carlist.my/used-cars/02-hajiowner-850-ex-good-aircond-kancil-847-850-ex-oripaint-tiptop-body-selling-cheap-can-take-car-immediate-call-me-fast/6460188,847 cc,5,Beige
https://www.carlist.my/used-cars/2013-peugeot-408-turbo1-6-sedan-sport-limited/6149039,1598 cc,5,White
https://www.carlist.my/used-cars/2014-audi-a3-1-4-tfsi-sedan-original-paint-actual-year/6460129,1395 cc,5,Red
https://www.carlist.my/used-cars/2012-bmw-320i-2-0-sport-line-a-bmw-premium-selection/6460128,1997 cc,5,White
https://www.carlist.my/used-cars/2015-bmw-320d-2-0-m-sport-a-bmw-premium-selection/6460123,1995 cc,5,Grey
https://www.carlist.my/used-cars/07-superb-facelift-lknew-tiptop-carking-verygoodcar-vios-1-5-e-view-to-trust-call-me-fast/6460131,1497 cc,5,Black
https://www.carlist.my/used-cars/05-carking-datoown-highspec-superb-lknew-offer-fortuner-2-7-v-suv-luxury-call-me-fast-offer-promotion/6460114,2694 cc,7,Black
https://www.carlist.my/used-cars/2017-lexus-rx350-3-5-f-sport-suv-v6-warranty-3-years/6304004,3456 cc,5,White
https://www.carlist.my/used-cars/2016-mazda-3-2-0-skyactiv-g-full-service-record/6318026,1998 cc,5,
https://www.carlist.my/used-cars/kia-forte-1-6-a-sx-sedan-one-owner-full-bodykit-cd-dvd-gps-accident-free-high-loan-tip-top-condition-must-view/6436343,1591 cc,5,White
https://www.carlist.my/used-cars/2012-volkswagen-passat-1-8-tsi-a-cbu-import-new-full-service-record-7speed-dsg-gear-full-spec-1owner-selling-cheap-in-market/6460012,1798 cc,5,White
https://www.carlist.my/used-cars/mercedes-benz-e250-cgi-1-8-avantgarde-w212-a-full-service-record-push-start-keyless-memory-leather-seat-panaromic-sunroof-power-boot/6459932,1796 cc,5,Silver
https://www.carlist.my/used-cars/toyota-vios-1-5-trd-a-semua-masalah-boleh-buat-loan-disini-ccris-ctos-blacklist-akpk-tiada-document-ptptn-all-problem-can-apply-loan/6459455,1497 cc,5,Brown
https://www.carlist.my/used-cars/tak-tipu-tahun-2011-proton-persona-1-6-elegance-at-tip-top-condition/6383923,1597 cc,5,Brown
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-a-trd-spec-vnt-no-off-road-one-owner/6453022,2494 cc,5,Grey
https://www.carlist.my/used-cars/tak-tipu-tahun-2012-nissan-grand-livina-1-8-impul-at-full-impul-bodykit-roof-monitor-tip-top-condition/6244987,1798 cc,7,Silver
https://www.carlist.my/used-cars/2018-honda-br-v-1-5-v-i-vtec-suv-full-spec-sport-edition-like-new-car/6450223,1497 cc,7,Brown
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-vnt-a-town-used-tip-top/6224774,2494 cc,5,Silver
https://www.carlist.my/used-cars/2015-perodua-myvi-1-3-se-manual-warranty-full-service-limited-model-full-bodykit-perfect-like-new-offer-end-year-deal-sampai-jadi/6361501,1298 cc,5,Maroon
https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-auto-se-like-new-warranty-1-tahun-bodykit-leather-seat-dvd-player/6370650,1298 cc,5,Black
https://www.carlist.my/used-cars/2017-volkswagen-tiguan-1-4-280-tsi-highline-suv-still-warranty/6459854,1395 cc,5,Maroon
https://www.carlist.my/used-cars/2014-jaguar-xf-2-0-ti-a-luxury-new-facelift-petrol-turbo-high-spec-local-cbu-brand-new-by-sisma-malaysia-low-mileage-84k-km/5846070,1999 cc,5,Black
https://www.carlist.my/used-cars/2010-toyota-corolla-altis-1-8-g-one-owner-full-bodykit-high-loan/6398813,1798 cc,5,White
https://www.carlist.my/used-cars/volkswagen-golf-2-0-gti-original-lady-owner/6407419,1984 cc,5,Black
https://www.carlist.my/used-cars/2008-suzuki-grand-vitara-2-0-suv-4x2-one-malay-lady-owner/6347619,1995 cc,5,White
https://www.carlist.my/used-cars/2008-porsche-cayenne-3-6-a-70k-mil-android-radio/5918653,3598 cc,5,Black
https://www.carlist.my/used-cars/2018-bmw-x5-2-0-xdrive40e-m-sport-a-bmw-premium-selection/6459617,1997 cc,5,White
https://www.carlist.my/used-cars/2016-mazda-cx-5-2-2-skyactiv-d-gls-a-premium-selection/6459537,2191 cc,5,
https://www.carlist.my/used-cars/2019-toyota-fortuner-2-7-srz-suv-5k-km-mileage-trd-bodykits/6459521,2694 cc,7,Black
https://www.carlist.my/used-cars/2011-nissan-teana-2-5-premium-sedan-one-malay-owner-leather-memory-seats-key-less-push-start/6291888,2496 cc,5,Silver
https://www.carlist.my/used-cars/2014-toyota-corolla-altis-1-8-e-sedan-full-service-record/6427919,1798 cc,5,White
https://www.carlist.my/used-cars/2014-perodua-alza-1-5-advance-a-one-vy-careful-owner/6459436,1495 cc,7,Red
https://www.carlist.my/used-cars/2009-mazda-cx-9-cx9-3-7-s-roof-bose-sound-system/5918774,3726 cc,7,Red
https://www.carlist.my/used-cars/2011-used-audi-r8-4-2-fsi-quattro/6095279,4163 cc,2,Yellow
https://www.carlist.my/used-cars/2018-mercedes-benz-c250-2-0-amg-9speedgear-mil-2k-under-warranty/6303948,1991 cc,5,Silver
https://www.carlist.my/used-cars/2010-porsche-911-3-8-carrera-s-c2s-997-2-pdk/6436551,3800 cc,4,Black
https://www.carlist.my/used-cars/2010-toyota-avanza-1-5-s-mpv-facelift-f-spec-can-loan-4-year/6459159,1495 cc,7,Black
https://www.carlist.my/used-cars/2013-volvo-s80-2-0-t5-exclusive-f-service/6195193,1999 cc,5,Brown
https://www.carlist.my/used-cars/mazda-2-1-5-a-sedan-full-spec-tip-top-condition-sedan/6459218,1498 cc,5,Grey
https://www.carlist.my/used-cars/2018-mercedes-benz-e200-2-0-w213-mil-546km-u-wrnty/6458578,1991 cc,5,White
https://www.carlist.my/used-cars/2014-toyota-innova-2-0-e-a-jagabaik-tiptop-mpv/6157071,1998 cc,8,Silver
https://www.carlist.my/used-cars/2015-mercedes-benz-cla200-1-6-23k-km-mileage-imported-new/6459169,1595 cc,5,Silver
https://www.carlist.my/used-cars/2009-nissan-latio-1-6-st-l-sport-hatchback-one-lady-owner/6385600,1598 cc,5,White
https://www.carlist.my/used-cars/2011-honda-civic-1-8-facelift-tiptop-condition/6157049,1799 cc,5,White
https://www.carlist.my/used-cars/2011-toyota-vellfire-2-4-zp-z-platinum-convert-facelift/6267049,2362 cc,7,Black
https://www.carlist.my/used-cars/2004-perodua-kelisa-989-ez-hatchback/5967940,989 cc,5,Silver
https://www.carlist.my/used-cars/2012-honda-cr-v-2-0-i-vtec-limited-edition-suv/6383244,1997 cc,5,Silver
https://www.carlist.my/used-cars/2017-mercedes-benz-c200-2-0-avantgarde-sedan/6273694,1991 cc,5,Black
https://www.carlist.my/used-cars/2013-volkswagen-polo-1-2-tsi-sport-hatchback/6335020,1197 cc,5,Red
https://www.carlist.my/used-cars/big-big-sale-mazda-cx-5-2-0-skyactiv-g-high-spec-suv-electronic-leather-seats-navi-gps-keyless-entry-push-start/6181998,1998 cc,5,Grey
https://www.carlist.my/used-cars/2016-mazda-3-2-0-skyactiv-g-gl-sedan-under-warranty-full-service-record/5705162,1998 cc,5,Grey
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-original-62k-mileage-a-tip-top-new-year-sale/6455117,1497 cc,5,Silver
https://www.carlist.my/used-cars/2012-toyota-vios-1-5-at-good-condition-like-new-genuine-mileage/5821371,1497 cc,5,White
https://www.carlist.my/used-cars/2013-volvo-v40-cross-country-2-0-t5-a-high-spec/6419303,1984 cc,5,White
https://www.carlist.my/used-cars/2017-isuzu-d-max-2-5-pickup-truck-great-condition-reverse-camera-4x4-driver-high-loan/6202083,2499 cc,5,Silver
https://www.carlist.my/used-cars/honda-city-1-5-i-dsi-sedan-full-mugen-body-kit-high-loan/6071239,1497 cc,5,Silver
https://www.carlist.my/used-cars/2011-toyota-wish-1-8-mpv-full-spec-push-start-1-lady-owner-only/6408943,1797 cc,7,Silver
https://www.carlist.my/used-cars/2014-honda-jazz-1-5-i-vtec-full-service-records-from-honda/6402929,1497 cc,5,White
https://www.carlist.my/used-cars/2017-mercedes-benz-e350e-a-w213-exclusive-9g-tronic-latest-current-model-high-spec-ckd-brand-new-by-mercedes-malaysia-c-c-penang/6318245,1991 cc,5,Grey
https://www.carlist.my/used-cars/2014-perodua-alza-1-5-se-mpv/6345250,1495 cc,7,Red
https://www.carlist.my/used-cars/2013-audi-a6-2-0-tfsi-a-c7-petrol-hybrid-high-spec-local-brand-new-by-audi-malaysia-like-new/6299514,1984 cc,5,Bronze
https://www.carlist.my/used-cars/2013-mazda-6-2-5-skyactiv-g-sedan-like-new-car-low-mileage-70-km-year-end-promotion/6376813,2488 cc,5,White
https://www.carlist.my/used-cars/2008-toyota-vellfire-2-4-mpv-tiptop-condition-2-power-door-year-end-offer/6373727,2362 cc,7,Black
https://www.carlist.my/used-cars/2004-toyota-unser-1-8-gli-mpv-tiptop-condition-promotion-price-want-clear-stock-only/6455258,1781 cc,7,Green
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-se-hatchback-tiptop-condition-low-mileage-120-km-only/6443965,1298 cc,5,Orange
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-g-vnt-pickup-truck-low-mileage-60-km-1-owner-only/6373559,2494 cc,5,Black
https://www.carlist.my/used-cars/honda-civic-1-8-a-i-vtec-fb-modulo-sport-bodykit-model/6056425,1798 cc,5,Black
https://www.carlist.my/used-cars/hyundai-santa-fe-2-2-crdi-premium-4wd-a-2015-1-owner-only-nappa-leather-seat-tiptop-condition-view-to-confirm/6401694,2199 cc,7,White
https://www.carlist.my/used-cars/2010-toyota-vellfire-2-4-x-mpv/6456884,2362 cc,8,Silver
https://www.carlist.my/used-cars/chery-eastar-2-0-a-mpv-king-20000km-mileage-done-only/6439166,1971 cc,7,Silver
https://www.carlist.my/used-cars/audi-q7-3-0-tdi-quattro-s-line-hi-low-suspension/5719360,2967 cc,7,White
https://www.carlist.my/used-cars/2015-nissan-navara-2-5-base-spec-pickup-truck/6146811,2488 cc,2,Silver
https://www.carlist.my/used-cars/2014-honda-civic-a-1-8-s-i-vtec/5827692,1798 cc,5,White
https://www.carlist.my/used-cars/toyota-innova-2-0e-a-7-seater-superb-condition/6004160,1998 cc,8,Silver
https://www.carlist.my/used-cars/2016-toyota-harrier-2-0-premium-advanced-suv/6458003,1986 cc,5,White
https://www.carlist.my/used-cars/2012-honda-cr-z-1-5-hybrid-i-vtec-hatchback-best-deal/6384427,1496 cc,4,Red
https://www.carlist.my/used-cars/2007-honda-odyssey-2-4-i-vtec-mpv/6457994,2354 cc,7,Silver
https://www.carlist.my/used-cars/2007-honda-civic-2-0-s-i-vtec-sedan/6458054,1998 cc,5,Grey
https://www.carlist.my/used-cars/2006-toyota-camry-2-4-v-sedan/6458200,2362 cc,5,Black
https://www.carlist.my/used-cars/2014-ford-ranger-2-2-xlt-pickup-no-off-road/6349968,2198 cc,5,White
https://www.carlist.my/used-cars/2013-bmw-x3-2-0-xdrive20i-suv-local-very-nice-condition/6172332,1997 cc,5,Black
https://www.carlist.my/used-cars/2011-model-volkswagen-eos-2-0-a-facelift-convertible-roof-r-cam/5958251,1984 cc,5,White
https://www.carlist.my/used-cars/2006-honda-civic-1-8-s-i-vtec-sedan-convert-type-r-body-kit-one-owner/6437246,1799 cc,5,White
https://www.carlist.my/used-cars/2010-perodua-alza-1-5-ezi-mpv-one-malay-lady-owner-full-bodykit-leather-seats/6452608,1495 cc,7,Maroon
https://www.carlist.my/used-cars/2006-toyota-vios-1-5-g-sedan-full-spec-one-lady-owner-dual-air-bags-abs-system/6452558,1496 cc,5,Beige
https://www.carlist.my/used-cars/2013-proton-exora-1-6-bold-cfe-premium-mpv-one-old-man-owner-nice-number-great-condition/6448465,1561 cc,7,Silver
https://www.carlist.my/used-cars/2006-honda-civic-1-8-s-i-vtec-full-rr-bodykit-sound-system/6410773,1799 cc,5,White
https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-a-sound-system-bodykit-leather-seats-dvd-player/6428318,1298 cc,5,Grey
https://www.carlist.my/used-cars/2012-honda-cr-z-1-5-hybrid-i-vtec-hatchback-well-maintained/6258008,1496 cc,4,Black
https://www.carlist.my/used-cars/2018-mercedes-benz-glc200-2-0-6k-mil-u-wrnty/6458239,1991 cc,5,Black
https://www.carlist.my/used-cars/2018-mercedes-benz-e200-2-0-w213-mil-546km-u-wrnty-4-2years/6458234,1991 cc,5,White
https://www.carlist.my/used-cars/2018-mercedes-benz-e200-2-0-w213-mil-64km-u-wrnty-4-2years/6458242,1991 cc,5,Silver
https://www.carlist.my/used-cars/2017-honda-hr-v-1-8-i-vtec-high-spec-1-lady-use-full-service-record-under-warranty/6398600,1799 cc,5,Silver
https://www.carlist.my/used-cars/2019-volkswagen-golf-1-4-280-tsi-r-line-hatchback-pre-own-unit/6458088,1395 cc,5,Blue
https://www.carlist.my/used-cars/2017-mazda-cx-3-2-0-skyactiv-suv/6458083,1998 cc,5,Black
https://www.carlist.my/used-cars/2016-honda-city-1-5-e-i-vtec-sedan/6440509,1497 cc,5,Grey
https://www.carlist.my/used-cars/2013-kia-forte-1-6-sx-sedan/6458049,1591 cc,5,White
