link,Bore(mm),Stroke(mm),Power(hp),Compression Ratio,Peak Torque(Nm),Length(mm),Width(mm),Height(mm),Fuel Tank (litres)
https://www.carlist.my/used-cars/2012-mazda-5-2-0-mpv/6570273,NA,NA,144,NA,180,4585,1750,1615,60
https://www.carlist.my/used-cars/2017-honda-civic-1-5-tc-vtec-premium-sedan/6618184,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/bmw-520i-m-sport-twin-power-turbo-year-made-tahun-dibuat-2013/6231817,NA,NA,184,NA,270,4899,1860,1464,NA
https://www.carlist.my/used-cars/ford-ranger-2-2-xlt-4x4-diesel-turbo-1-owner-city-use-no-off-road-before-stell-bumper-aluminium-radiator-s-steel-piping-many-extras-must-view/6493302,93,92,122,NA,262,5128,1810,1760,70
https://www.carlist.my/used-cars/2015-honda-accord-2-0-i-vtec-vti-l-auto-still-original-factory-paint-leather-seat-dvd-player-with-reverse-camera/6434685,81,96.9,155,10.6,190,4870,1850,1465,65
https://www.carlist.my/used-cars/2013-kia-sorento-2-4-wagon/6455892,88,97,178,NA,227,4685,1885,,70
https://www.carlist.my/used-cars/2012-toyota-wish-1-8-s-mpv-push-start-high-loan-tiptop-condition/6588063,80.5,88.3,143,10.6,173,4600,1720,1590,60
https://www.carlist.my/used-cars/2012-honda-city-1-5-e-i-vtec-sedan/6455931,73,89.4,120,10.41,145,4415,1695,1470,42
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-a-easy-loan-fast-approval-tip-top-condition/6542958,72,79.7,87,10,116,3750,1665,1550,40
https://www.carlist.my/used-cars/2009-mitsubishi-triton-2-5-m-loan-tinggi-special-offer-low-processing-fees/6553497,91.1,95,75,21,149,5215,1750,1655,75
https://www.carlist.my/used-cars/2005-toyota-estima-2-4-mpv-a-2-power-door-tip-top-condition-low-processing-fees/6481504,88.5,96,160,9.6,221,4770,1790,1770,70
https://www.carlist.my/used-cars/2011-nissan-teana-250-xv-v6-a-high-loan-easy-approval-tip-top-condition/6610019,85,73.3,182,9.81,228,4850,1795,1480,70
https://www.carlist.my/used-cars/2009-nissan-navara-2-5-pickup-truck-a-4x4-easy-loan-low-processing-fees-one-owner/6613748,89,100,174,16.51,403,5230,1850,1780,80
https://www.carlist.my/used-cars/2011-mercedes-benz-e250-cgi-1-8-w212-1year-warrnty/6616787,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/2015-honda-hr-v-1-8-i-vtec-v-suv-a-used-car/6567577,81,87.3,143,10.6,172,4294,1772,1605,50
https://www.carlist.my/used-cars/2004-mini-cooper-1-6-a-imported-new/6148322,77,85.8,116,10.6,149,3626,1688,1416,50
https://www.carlist.my/used-cars/2003-toyota-estima-2-4-g-a-awd/6148346,88.5,96,160,9.6,221,4750,1790,1785,70
https://www.carlist.my/used-cars/2013-toyota-vellfire-2-4-golden-eyes-alpine-monitor-360camera/6584820,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/2013-proton-satria-1-6-m-neo-r3-limited-sport-model-condition-like-new-1-owner-promotion-free-1-year-waranty/6609635,NA,NA,126,NA,150,3898,1745,1434,50
https://www.carlist.my/used-cars/honda-civic-1-8-s-i-vtec-a-fd-1-owner-mugen-body-kit-promotion-free-1-year-waranty/5999980,81,87.3,140,10.5,174,4540,1755,1435,50
https://www.carlist.my/used-cars/2013-honda-civic-2-0-a-navi-i-vtec-full-spec-1-owenr-promotion-free-1-year-waranty/6597965,81,96.9,155,10.61,190,4525,1755,1435,50
https://www.carlist.my/used-cars/2017-mercedes-benz-cla45-amg-2-0-limited-1-unit-in-market-local-spec-full-service-record-under-warranty/6593237,83,92,386,8.6,475,4630,1777,1432,64
https://www.carlist.my/used-cars/2009-mercedes-benz-c200-1-8-free2yrs-warranty-noneed-repair/6542369,82,85,184,8.5,250,4581,1770,1444,66
https://www.carlist.my/used-cars/2011-mercedes-benz-e250-avantguard-1-8-amg/6226784,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/toyota-isis-1-8-vvt-i-a-pwdoor-rev-cam-warranty/6040376,NA,NA,179,NA,170,NA,NA,,60
https://www.carlist.my/used-cars/2017-porsche-911-gt3-4-0-991-2-brand-new/5845416,NA,NA,500,13.3,460,4562,1852,1271,64
https://www.carlist.my/used-cars/2007-toyota-wish-1-8-mpv/6606567,79,91.5,179,10,170,4550,1695,1590,60
https://www.carlist.my/used-cars/2008-nissan-gt-r-3-8-coupe/6576230,95.5,88.4,492,9,588,4656,1895,1369,74
https://www.carlist.my/used-cars/2014-mitsubishi-lancer-2-0-gte-cbu-rare-spec-got-sunroof-original-mileage-70k/6623174,86,86,150,10,197,4570,1760,1490,59
https://www.carlist.my/used-cars/2013-nissan-navara-2-5-le-pickup-truck-tiptop-condition-year-end-offer/6622897,89,100,174,16.5,403,5230,1850,1780,80
https://www.carlist.my/used-cars/2010-porsche-cayenne-4-8-s-suv/6622830,NA,NA,400,12.5,500,4846,1939,1705,85
https://www.carlist.my/used-cars/2018-toyota-fortuner-2-4-vrz-full-service-record-powerboot/6622660,92,90,150,15.6,400,4795,1855,1835,80
https://www.carlist.my/used-cars/2011-lexus-ct200h-1-8-luxury-hatchback-a-mileage-only-80k-very-well-condition/6621849,NA,NA,99,NA,142,4320,1765,1430,NA
https://www.carlist.my/used-cars/2010-mercedes-benz-e200-cgi-1-8-dato-owner-no-need-repair-needed/6623529,82,85,184,9.31,270,4868,1854,1471,80
https://www.carlist.my/used-cars/mazda-bt-50-2-2-turbo-a-4wd-hirider-f-spec-wrnty/6494668,86,94.6,150,15.5,375,5365,1850,1821,80
https://www.carlist.my/used-cars/2013-ferrari-458-spider-4-5-v8-convertible/5929970,94,81,570,12.5,540,4527,1937,1211,86
https://www.carlist.my/used-cars/2012-ferrari-458-spider-4-5-v8-convertible/5897362,94,81,570,12.5,540,4527,1937,1211,86
https://www.carlist.my/used-cars/2014-volkswagen-passat-1-8-tsi-sedan-push-start-full-spec/6545488,NA,NA,160,NA,250,4769,1820,1470,70
https://www.carlist.my/used-cars/2008-toyota-avanza-1-3-mpv-tip-top-condition/6444374,72,79.7,92,10,120,4070,1630,1690,45
https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-advance-hatchback-full-spec-perfect-condition/6586456,72,91.8,103,10,136,3685,1665,1570,40
https://www.carlist.my/used-cars/2012-toyota-alphard-2-4-g-240x-mpv/6542028,NA,NA,170,NA,224,4870,1830,1890,NA
https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-full-spec/6167301,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2013-proton-persona-1-6-sv-sedan-full-bodykits/6500342,76,88,111,NA,148,4477,1725,1438,50
https://www.carlist.my/used-cars/2014-kia-sorento-2-4-a-awd-sunroof-keyless-leather-seat/6623362,88,97,178,NA,227,4685,1885,,70
https://www.carlist.my/used-cars/2007-toyota-estima-2-4-aeras-mpv-full-spec-perfect-condition/6593342,88.5,96,170,9.8,220,4795,1800,1750,65
https://www.carlist.my/used-cars/2011-mini-cooper-1-6-s-a-turbo-r56-new-facelift-sunroof-keyless-paddle-shift/6623304,NA,NA,184,NA,260,3729,1683,1433,50
https://www.carlist.my/used-cars/2009-proton-persona-1-6-a-b-list-kaotim/6574835,76,88,111,NA,148,4477,1725,1438,NA
https://www.carlist.my/used-cars/2015-toyota-vios-1-5-e-sedan/6539845,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-black-list-boleh-buat/5985505,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-facelift/6542786,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2002-proton-iswara-1-3-m-a-b-1-owner-super-low-mileage/6623141,71,82,75,9.5,109,4280,1655,1360,45
https://www.carlist.my/used-cars/ford-ranger-3-2-t-xlt-hirider-m-6speed-4wd-wrnty/6441681,NA,NA,200,NA,470,5359,1850,1815,80
https://www.carlist.my/used-cars/toyota-alphard-3-5-vl-pilot-s-roof-pwboot-f-lift/6141474,94,83,280,NA,344,4865,1840,1900,65
https://www.carlist.my/used-cars/toyota-corolla-altis-1-8-g-sedan-new-paint-new-tire-sport-rim-leather-nice-number/6622866,79,91.5,136,10.5,171,4530,1705,1480,55
https://www.carlist.my/used-cars/2010-audi-q7-3-0-tdi-quattro-s-line-suv/6579649,83,91.4,239,17,550,5086,1983,1737,100
https://www.carlist.my/used-cars/2013-peugeot-408-turbo-1-6-sedan-free-6-month-warranty/6622592,NA,NA,166,NA,240,4682,1815,1525,60
https://www.carlist.my/used-cars/bmw-320i-sport-2-0-new-facelift-a-lci-dynamic-und-wrrnty/6248735,82,94.6,184,11,290,4633,1811,1429,60
https://www.carlist.my/used-cars/2019-toyota-fortuner-2-4-vrz-suv-3841km/6622394,92,90,150,15.6,400,4795,1855,1835,80
https://www.carlist.my/used-cars/2014-bmw-528i-2-0-m-sport-sedan/6619429,84,90.1,245,10,350,4907,1860,1462,70
https://www.carlist.my/used-cars/bmw-435i-3-0-f32-m-sport-sroof-limitedred-warranty/5161343,84,89.6,306,10.2,400,4638,1825,1377,60
https://www.carlist.my/used-cars/2010-honda-city-1-5-e-i-vtec-paddle-shift/6622387,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2018-volvo-s60-2-0-t6-drive-e-mile-25k-u-warranty/6614062,NA,NA,310,NA,400,4635,1865,1484,68
https://www.carlist.my/used-cars/2017-subaru-forester-2-0-ip-i-p-mile-55k-f-service/6609847,84,90,150,10.5,198,4595,1795,1735,60
https://www.carlist.my/used-cars/2016-hyundai-grand-starex-2-5-royale-gls-deluxe-mpv/6602000,91,96,170,17.6,392,5125,1920,1925,75
https://www.carlist.my/used-cars/mercedes-benz-c180-blueefi-1-8-cgi-a-new-facelift-warranty/5546310,NA,NA,184,9.3,270,4581,2020,1447,66
https://www.carlist.my/used-cars/2008-bmw-320i-2-0-sports-full-service-bmw/6293648,84,90,150,10.5,200,4520,1817,1421,60
https://www.carlist.my/used-cars/2006-honda-accord-2-0-vti-sedan/6622258,86,86,150,9.8,186,4830,1820,1455,65
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-a-g-vnt-turbo-interccoler-4x4-pickup-truck/6566642,92,93.8,144,17.4,343,5260,1835,1850,76
https://www.carlist.my/used-cars/2016-nissan-almera-1-5-vl-nismo/6585378,78,78.4,102,10.1,139,4425,1695,1500,41
https://www.carlist.my/used-cars/2000-mercedes-benz-e240-2-4-classic-sedan/6329426,NA,NA,170,NA,240,NA,NA,,65
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback/6556212,72,79.7,87,10,116,3750,1665,1550,40
https://www.carlist.my/used-cars/2013-peugeot-308-1-6-hatchback/6575153,77,85.8,158,NA,240,4276,1815,1498,60
https://www.carlist.my/used-cars/2016-ford-mustang-5-0-gt-coupe/6622236,NA,NA,416,NA,530,4784,1916,1379,NA
https://www.carlist.my/used-cars/2006-bmw-525i-2-5-sedan/6622066,84,75,192,10.5,245,4841,1846,1468,70
https://www.carlist.my/used-cars/2014-hyundai-grand-starex-2-5-royale-gls-mpv/6621644,91,96,170,17.6,392,5125,1920,1925,75
https://www.carlist.my/used-cars/1997-bmw-318i-1-8-base-spec-sedan/6595991,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2009-mercedes-benz-s300l-3-0-ckd/6410996,88,82.1,314,11.1,300,5209,1872,1473,90
https://www.carlist.my/used-cars/toyota-hilux-2-8-g-leather-a-flift-p-start-wrnty/6471044,92,103.6,177,15.6,450,5330,1855,1815,80
https://www.carlist.my/used-cars/trd-bodykit-nice-no-6566-dvd-touch-player-2006-toyota-vios-1-5g-sedan/6621950,75,84.7,109,10.5,142,4285,1695,1435,45
https://www.carlist.my/used-cars/2016-perodua-bezza-1-3-advance-premium-sedan/6552237,72.5,80.5,95,11.5,121,4150,1620,1510,36
https://www.carlist.my/used-cars/2011-honda-city-1-5-e-i-vtec-sedan-tiptop/6611545,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2016-mitsubishi-attrage-1-2-gs-cvt-mivec/6621867,75,90,80,11,106,4245,1670,1515,42
https://www.carlist.my/used-cars/nissan-sentra-1-8l-at-xe-twin-cam-fullspec/6621745,80,88,128,9.5,164,4495,1695,1445,50
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-j-tip-top-condition/6619685,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/toyota-camry-2-2gx-1-lady-owner-2-electric-seats-digital-a-c-new-dvd-player-front-rear-camera-with-recorder-4-new-tyres-just-buy-drive-only/6606015,NA,NA,128,NA,187,NA,NA,,70
https://www.carlist.my/used-cars/2007-nissan-vanette-1-5-m-panel-van-clean-interior-accident-free/5464662,NA,NA,82,NA,NA,4105,1620,1785,55
https://www.carlist.my/used-cars/2015-honda-hr-v-1-8-a-1owner-macam-baru/6523319,81,87.3,143,10.6,172,4294,1772,1605,50
https://www.carlist.my/used-cars/2012-toyota-vellfire-2-4-zg-a-full-spec/6619187,88.5,96,170,9.81,224,4885,1840,1900,65
https://www.carlist.my/used-cars/2019-volvo-s90-2-0-t8-inscription-plus-a-demo-car/6390390,82,93.2,325,10.3,400,4963,1879,1443,50
https://www.carlist.my/used-cars/2017-honda-civic-1-5-tcp-vtec-a-f-s-r-under-warranty/6599583,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/2016-local-bmw-120i-1-6-m-sport-24k-mil-under-warranty-and-free-service-til-2021-aug/6580160,77,85.8,177,10.5,250,4329,1765,1440,52
https://www.carlist.my/used-cars/2011-lexus-ct200h-1-8-hatchback-new-hybrid-battery/5737060,NA,NA,99,NA,142,4320,1765,1430,NA
https://www.carlist.my/used-cars/2015-honda-hr-v-1-8-v-spec-b-kit-1owner-high-spec/6443744,81,87.3,143,10.6,172,4294,1772,1605,50
https://www.carlist.my/used-cars/2009-toyota-rush-1-5-s-suv/6538044,72,91.8,109,NA,141,4410,1695,1745,50
https://www.carlist.my/used-cars/2015-honda-hr-v-1-8-e-a-p-start-1-malay-owner/6385339,81,87.3,143,10.6,172,4294,1772,1605,50
https://www.carlist.my/used-cars/2013-honda-cr-z-1-5-a-s-plus-1owner-mcm-baru/6520184,73,89.4,135,10.4,172,4075,1740,1395,40
https://www.carlist.my/used-cars/true-year-made-2005-citroen-c4-1-6-hatchback-a-one-owner-ori-mileage-85k-km-well-kept-interior/6433508,78.5,82,150,11,147,4273,1769,1497,47
https://www.carlist.my/used-cars/true-year-made-2011-peugeot-308-1-6-turbo-a-panaromic-roof-6-speed-well-kept/6416440,77,85.8,155,NA,240,4276,1815,1498,60
https://www.carlist.my/used-cars/true-year-made-2012-toyota-prius-c-1-5-hybrid-a-one-lady-owner-full-service-record-well-kept/6484456,75,84.7,73,13.4,111,3995,1695,1455,36
https://www.carlist.my/used-cars/true-year-made-2015-hyundai-tucson-2-0-sport-suv-a-one-owner-done-40k-km-service-record-new-facelift/6428709,81,97,158,10.3,192,4410,1820,1655,55
https://www.carlist.my/used-cars/bmw-528i-2-0-a-f10-new-facelift-digital-meter-m-sport-twin-turbo/5854173,84,90.1,245,10,350,4907,1860,1462,70
https://www.carlist.my/used-cars/bmw-520i-2-0-a-f10-m-sport-new-facelift-twin-turbo/6037421,84,90.1,184,10,270,4907,1860,1462,70
https://www.carlist.my/used-cars/2012-honda-cr-z-1-5-a-sport-1owner-hi-spec/6142787,73,89.4,124,10.41,167,4080,1740,1395,40
https://www.carlist.my/used-cars/ford-ranger-2-2-xlt-a-facelift-diesel-turbo/6618203,NA,NA,150,NA,375,5359,1850,1815,80
https://www.carlist.my/used-cars/ford-ranger-2-2-xlt-a-diesel-turbo-car-king/6618157,NA,NA,150,NA,375,5359,1850,1815,80
https://www.carlist.my/used-cars/bmw-523i-2-5-a-cbu-f10-m-sport-paddle-shift/6618459,82,78.8,204,11,250,4899,1860,1464,70
https://www.carlist.my/used-cars/2013-nissan-grand-livina-1-8-impul-facelift-mpv/6616778,84,81.1,126,9.91,174,4420,1690,1590,52
https://www.carlist.my/used-cars/proton-exora-1-6-a-bold-turbo-leather-sport-rim/6569713,NA,NA,140,8.9,205,4592,1809,1691,55
https://www.carlist.my/used-cars/perodua-alza-1-5-a-advance-facelift-ver-l-seat-high-spec/6179063,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/proton-saga-1-3-a-flx-sport-rim-1-careful-owner/6178972,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2013-honda-cr-v-2-0-4wd-car-kingf-service-73k-mile/6507861,81,96.9,155,10.6,190,4545,1820,1685,58
https://www.carlist.my/used-cars/2015-nissan-almera-1-5-e-nismo-a-tip-top-stock-clearance/6616926,78,78.4,102,10.1,139,4425,1695,1500,41
https://www.carlist.my/used-cars/2014-honda-accord-2-0-i-vtec-vti-l-a-tip-top-stock-clearance/6611562,81,96.9,155,10.6,190,4870,1850,1465,65
https://www.carlist.my/used-cars/2005-2010-toyota-alphard-2-4-power-door-a-premium/6473845,88.5,96,159,9.6,220,4840,1805,1935,70
https://www.carlist.my/used-cars/2011-toyota-camry-2-4-v-sedan/6289585,88.5,96,167,9.81,224,4825,1820,1470,70
https://www.carlist.my/used-cars/2018-toyota-innova-2-0-x-mpv/6618752,86,86,139,10.4,183,4735,1830,1795,55
https://www.carlist.my/used-cars/2015-mazda-2-1-5-skyactiv-g-sedan/6619041,74.5,85.8,116,14,148,4320,1695,1470,44
https://www.carlist.my/used-cars/2008-proton-persona-1-6-m-hi-line-dual-airbag-1-owner-se-bodykit-car-king-mega-clearance/6619466,76,88,111,NA,148,4477,1725,1438,NA
https://www.carlist.my/used-cars/2010-toyota-land-cruiser-prado-2-7-tx-suv/6433553,95,95,163,NA,246,4760,1885,1850,NA
https://www.carlist.my/used-cars/2013-audi-q5-2-0-tfsi-quattro-s-line-suv/6620899,NA,NA,224,NA,350,4629,1898,1655,75
https://www.carlist.my/used-cars/2013-suzuki-swift-1-4-new-model-glx-keyless-push-start-button/6618993,73,82,95,10,130,3850,1695,1510,42
https://www.carlist.my/used-cars/2019-volvo-s90-2-0-t8-inscription-plus-a/6616619,82,93.2,325,10.3,400,4963,1879,1443,50
https://www.carlist.my/used-cars/2013-audi-a6-2-0-tfsi-hybrid-sedan/6213130,NA,NA,213,NA,350,4915,1874,1455,73
https://www.carlist.my/used-cars/2014-bmw-328i-2-0-m-sport-sedan/6613314,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2013-honda-civic-2-0-s-i-vtec-sedan/6616638,81,96.9,155,10.61,190,4525,1755,1435,50
https://www.carlist.my/used-cars/2011-volkswagen-passat-1-8-tsi-sedan/6620406,NA,NA,160,NA,250,4769,1820,1470,70
https://www.carlist.my/used-cars/2013-toyota-corolla-altis-1-8-e-sedan-tip-top-condition/6602430,NA,NA,140,NA,173,4540,1760,1465,NA
https://www.carlist.my/used-cars/2012-kia-optima-k5-2-0-sedan-tip-top-condition/6518299,86,86,165,NA,198,4856,1835,1455,70
https://www.carlist.my/used-cars/2008-honda-cr-v-2-0-4wd-a-1owner-jual-murah/6327295,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/offer-offer-offer-perodua-kelisa-gxl-m-hatchback/6525745,72,81,55,10,88,3480,1490,1425,40
https://www.carlist.my/used-cars/2010-honda-cr-v-2-0-a-4wd-1careful-owner/6266482,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/2011-mercedes-benz-slk200-1-8-amg-a-like-new/6482398,NA,NA,184,NA,270,4134,1810,1301,60
https://www.carlist.my/used-cars/2010-honda-cr-v-2-0-a-4wd-1owner-high-spec/6232232,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/2010-mercedes-benz-e250-cgi-1-8-amg-sedan/6304352,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/bmw-528i-2-0-f10-original-m-sport-8-spd-hp245-ckd/6619228,NA,NA,245,NA,350,4899,1860,1464,NA
https://www.carlist.my/used-cars/2007-honda-civic-2-0-s-i-vtec-low-mileage-leather-seat-new-paint/6503391,86,86,155,9.6,188,4540,1750,1435,50
https://www.carlist.my/used-cars/2013-audi-a5-2-0-tfsi-quattro-s-line-coupe/6240845,NA,NA,211,NA,350,4625,1854,1372,NA
https://www.carlist.my/used-cars/2012-porsche-cayenne-3-6-sunroof-bose-sound-system/6620304,NA,NA,299,11.7,400,4845,1939,1710,85
https://www.carlist.my/used-cars/2014-local-bmw-118i-1-6-sport-full-service-history-84k-mil/6573060,77,85.8,170,10.5,250,4324,1765,1421,52
https://www.carlist.my/used-cars/2015-local-mercedes-benz-a200-54k-mil-full-service-history/6561778,NA,NA,156,10.3,250,4292,1780,1433,50
https://www.carlist.my/used-cars/2016-local-bmw-730li-g12-2-0-under-warranty-free-service-58k-mil/6556652,82,94.6,258,11,400,5238,1902,1467,78
https://www.carlist.my/used-cars/2015-nissan-grand-livina-1-6-mpv-m-used-car/6365374,78,83.6,105,9.8,150,4485,1700,1590,52
https://www.carlist.my/used-cars/2011-honda-cr-v-2-0-i-vtec-suv-a-used-car/6567582,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/2016-honda-civic-1-5-tc-vtec-premium-sedan/6619894,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/2014-proton-saga-1-3-standard-a-well-maintained-fast-deal/6603003,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2013-proton-saga-1-3-flx-executive-a-well-maintained-fast-deal/6603004,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2017-honda-city-1-5-v-i-vtec-sedan-a/6573070,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2003-honda-city-1-5-i-dsi-sedan-a/6573071,73,89.4,90,10.5,131,4310,1690,1485,42
https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-a-tip-top-condition/6553175,72,79.7,87,10,116,3720,1665,1550,40
https://www.carlist.my/used-cars/2014-proton-saga-1-3-flx-sedan-a/6556161,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2014-proton-preve-1-6-executive-sedan-a-used-car/6539326,76,88,109,NA,150,4543,1786,1524,50
https://www.carlist.my/used-cars/2013-local-mercedes-benz-a250-amg-93k-mil-full-service-history/6609061,NA,NA,211,NA,350,4292,1780,1438,50
https://www.carlist.my/used-cars/2013-local-cbu-mini-paceman-1-6-cooper-s-39k-mil-full-service-history-by-ingress/6614568,85.8,77,184,10.5,240,4115,1786,1522,47
https://www.carlist.my/used-cars/2018-local-mercedes-benz-glc250-4matic-amg-16k-mil-under-warranty-til-2020-aug/6317489,NA,NA,211,9.8,350,4656,1890,1639,66
https://www.carlist.my/used-cars/2015-local-bmw-328i-m-sport-under-warranty-73k-mil-only/6128552,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2015-ford-ecosport-1-5-titanium-a-f-service-record/6250471,79,76.4,110,11,142,4273,1765,1675,52
https://www.carlist.my/used-cars/tahun-dibuat-2008-toyota-estima-2-4-aeras-a/6534752,88.5,96,170,9.8,220,4795,1800,1750,65
https://www.carlist.my/used-cars/2012-proton-persona-1-6-elegance-m-facelift/6317422,76,88,111,NA,148,4477,1725,1438,50
https://www.carlist.my/used-cars/2012-volkswagen-cc-1-8-sport-coupe/6619194,NA,NA,160,NA,250,4802,1855,1421,70
https://www.carlist.my/used-cars/2009-toyota-estima-2-4-aeras-black-interior-2-power-door-1-owner-a-offer-2009-11/6552528,88.5,96,170,9.8,223,4795,1800,1745,65
https://www.carlist.my/used-cars/2013-honda-city-1-5-e-i-vtec-sedan/6599627,73,89.4,120,10.41,145,4415,1695,1470,42
https://www.carlist.my/used-cars/2018-honda-city-1-5-e-i-vtec-sedan/6601949,NA,NA,120,NA,145,4442,1694,1477,40
https://www.carlist.my/used-cars/bmw-x6-3-0-xdrive35i-local-spec-sunroof-power-boot/6526320,84,89.6,306,NA,400,4877,1983,1690,85
https://www.carlist.my/used-cars/2009-nissan-grand-livina-1-8-comfort-mpv/6479842,84,81.1,126,9.91,174,4420,1690,1590,52
https://www.carlist.my/used-cars/2019-volkswagen-golf-1-4-280-tsi-r-line-sound-style-hatchback/6619974,NA,NA,150,NA,250,4255,1799,1452,50
https://www.carlist.my/used-cars/2016-honda-civic-1-5-tc-p-b-kit-1owner-macambaru/6414112,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/mercedes-benz-e250-1-8-brabus-spec/6555328,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/mini-cooper-s-2-0-a-hatchback-5-door-cbu-model/6619970,82,94.6,192,11,280,4005,1727,1425,44
https://www.carlist.my/used-cars/2017-ford-everest-3-2-titanium-4x4-suv/6613497,NA,NA,200,NA,470,4893,1862,1836,NA
https://www.carlist.my/used-cars/2019-bmw-x3-2-0-xdrive30i-luxury-suv-sime-darby-auto-selection/6420207,82,94.6,252,NA,350,4708,1891,1676,65
https://www.carlist.my/used-cars/2014-mercedes-benz-c200-2-0-avantgarde-sedan/6608696,NA,NA,186,9.8,300,4686,1810,1442,66
https://www.carlist.my/used-cars/2013-honda-city-1-5-e-a-p-shift-1owner-hi-spec/6485561,73,89.4,120,10.41,145,4415,1695,1470,42
https://www.carlist.my/used-cars/2015-honda-city-1-5-limited-b-kit-1owner-tip-top/6459263,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2015-honda-city-1-5-b-kit-full-leather-mcm-baru/6459241,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2014-honda-city-1-5-e-p-start-f-servce-89k-mile/6450166,73,89.4,120,10.41,145,4415,1695,1470,42
https://www.carlist.my/used-cars/2009-honda-city-1-5-a-b-kit-1owner-tip-top/6108516,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-sx-m-se-bumper/6619461,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2009-honda-accord-2-4-a-full-leather-1owner/6563847,87,99,181,10.51,222,4945,1845,1475,70
https://www.carlist.my/used-cars/2014-ford-ranger-2-2-xlt-a-ready-to-drive/6567123,NA,NA,150,NA,375,5359,1850,1815,80
https://www.carlist.my/used-cars/2014-toyota-land-cruiser-prado-2-7-tx-suv/6618661,95,95,163,NA,246,4760,1885,1850,NA
https://www.carlist.my/used-cars/2018-mercedes-benz-glc43-amg-3-0-4matic-suv/6587581,NA,NA,367,NA,520,4668,1890,1638,66
https://www.carlist.my/used-cars/2007-mercedes-benz-s300l-3-0-sedan-a-vakumm-door-sunroof-local-spec-like-new/6524739,88,82.1,314,11.1,300,5209,1872,1473,90
https://www.carlist.my/used-cars/audi-a6-2-0-turbo-tfsi-a-quattro-new-facelift-warranty/5355889,82.5,92.8,170,10.3,280,4916,1855,1459,69
https://www.carlist.my/used-cars/2010-honda-accord-2-0-vti-l-a-1owner-jual-murah/6502126,81,96.9,156,10.61,189,4945,1845,1475,70
https://www.carlist.my/used-cars/2010-proton-inspira-2-0-true-year-tip-top-condition/6618912,NA,NA,150,NA,197,4570,1760,1490,59
https://www.carlist.my/used-cars/2012-volkswagen-passat-2-0-cc-sport-a-doktor-owner-leather-seat-reverse-camera-like-new-monthly-640/6269537,NA,NA,200,NA,280,4799,1855,1417,70
