make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,fuel_tanks_litres,dimension
Toyota,6616140,Estima,2008,142500,Automatic,72888.0,2362,7,White,170.0,220.0,65.0,15104.25
Mercedes-Benz,6085986,E200 CGI,2010,137500,Automatic,76888.0,1796,5,White,184.0,270.0,80.0,13276.175112
Mercedes-Benz,4370035,C250 CGI,2011,132500,Automatic,66888.0,1796,5,Silver,204.0,310.0,66.0,11732.81139
Audi,6083873,S5,2011,62500,Automatic,128000.0,2995,5,White,333.0,440.0,64.0,12075.780564
Audi,6471133,R8,2011,62500,Automatic,338000.0,4163,2,White,419.0,430.0,75.0,10562.653248
Volkswagen,6690134,Polo,2019,17500,Automatic,53000.0,1598,5,Grey,105.0,153.0,45.0,9702.46562
Volkswagen,6690545,Vento,2019,22500,Automatic,58000.0,1598,5,Silver,105.0,153.0,55.0,10911.92944
Volkswagen,6690630,Passat,2019,7500,Automatic,153000.0,1984,5,Grey,220.0,350.0,66.0,12715.457664
BMW,6570251,328i,2012,72500,Automatic,87800.0,1997,5,Grey,245.0,350.0,60.0,11966.537456
Nissan,6627825,GT-R,2015,22500,Automatic,850000.0,3799,4,White,557.0,632.0,74.0,12124.0205
BMW,6644891,328i,2013,92500,Automatic,119000.0,1997,5,White,245.0,350.0,60.0,11966.537456
Mercedes-Benz,6639338,E250,2016,20000,Automatic,178000.0,1991,5,Black,211.0,350.0,80.0,13333.311684
Mercedes-Benz,5130817,S400L,2015,57524,Automatic,245000.0,3498,5,Black,306.0,370.0,70.0,14903.382384
Mercedes-Benz,6645046,S300L,2012,82500,Automatic,130000.0,2996,5,Silver,314.0,300.0,90.0,14363.588303999999
Toyota,6457013,Estima,2008,122500,Automatic,55888.0,3456,7,Black,284.0,332.0,65.0,14931.63
BMW,6659424,320i,2015,77500,Automatic,95888.0,1997,5,White,184.0,270.0,60.0,11966.537456
Honda,6590171,Accord,2016,82500,Automatic,78888.0,1997,5,White,211.0,190.0,65.0,13375.08375
Mazda,6470762,3,2019,17500,Automatic,110000.0,1998,5,Blue,165.0,210.0,51.0,11920.595
Audi,6598352,A4,2014,97500,Automatic,85000.0,1798,5,Unknown,173.0,320.0,55.0,12249.405101999999
Volkswagen,6651376,Passat,2017,52500,Automatic,115000.0,1984,5,Brown,220.0,350.0,66.0,12715.457664
Toyota,6226151,Land Cruiser,2008,72500,Automatic,210000.0,4461,8,Silver,265.0,650.0,138.0,18576.6075
Mercedes-Benz,6649023,E250 CGI,2011,137500,Automatic,86888.0,1796,4,Silver,204.0,310.0,80.0,11721.707316
BMW,6387275,120i,2015,62550,Automatic,106500.0,1598,5,Grey,177.0,250.0,52.0,11002.5864
Proton,6638851,Satria,2013,147500,Manual,28500.0,1597,5,Yellow,126.0,150.0,50.0,9754.08234
Perodua,6634735,Kelisa,2004,282500,Automatic,12000.0,989,5,Silver,55.0,88.0,40.0,7436.143
Mercedes-Benz,6636080,CLS350,2007,197500,Automatic,35000.0,3498,4,Black,272.0,350.0,80.0,12910.474747
Perodua,6635588,Kembara,2004,152500,Automatic,12000.0,1298,5,Silver,86.0,120.0,46.0,10373.94925
Jaguar,4823834,XF,2010,77500,Automatic,75500.0,2967,5,Beige,238.0,293.0,70.0,13595.223619999999
Volkswagen,6627868,Jetta,2014,177500,Automatic,43999.0,1390,5,White,160.0,240.0,55.0,12236.921424
Peugeot,6683858,308,2018,42500,Automatic,77000.0,1598,5,Blue,166.0,240.0,53.0,11178.704284
Lexus,6692231,NX200t,2015,22500,Automatic,198000.0,1998,5,White,238.0,350.0,60.0,13924.0305
Mercedes-Benz,6579101,CLA200,2018,9000,Automatic,212888.0,1595,5,Grey,156.0,250.0,50.0,11781.79432
Toyota,6662210,Vios,2017,72500,Automatic,58000.0,1496,5,Red,107.0,140.0,42.0,11058.075
Honda,6633573,CR-V,2008,239000,Automatic,32888.0,1997,5,Silver,150.0,190.0,58.0,13820.351999999999
Mercedes-Benz,6587054,E250,2017,26000,Automatic,250000.0,1991,5,White,211.0,350.0,66.0,13384.337328
Toyota,6364435,Vellfire,2010,115000,Automatic,105000.0,2362,7,Black,170.0,224.0,65.0,17008.04
Lamborghini,6560861,Huracan,2014,12500,Automatic,1130000.0,5204,2,Red,610.0,560.0,80.0,9994.67014
Land Rover,6649518,Range Rover Sport,2015,51000,Automatic,399000.0,2995,5,Grey,340.0,450.0,105.0,17896.209
BMW,6649282,420i,2015,18000,Automatic,178000.0,1997,4,White,184.0,270.0,60.0,11655.40995
Toyota,6556206,Vellfire,2010,82500,Automatic,88800.0,2362,7,Black,170.0,224.0,65.0,17142.314
Mercedes-Benz,6631543,CLA45 AMG,2014,67500,Automatic,219500.0,1991,5,Green,360.0,450.0,55.0,11781.79432
Lamborghini,6560779,Huracan,2014,32500,Automatic,1180000.0,5204,2,White,610.0,560.0,80.0,9994.67014
Mercedes-Benz,6381183,E280,2000,192500,Automatic,15000.0,2799,5,Silver,204.0,270.0,80.0,12489.985662000001
BMW,6561500,523i,2007,97500,Automatic,29999.0,2497,5,White,177.0,230.0,70.0,13118.761448000001
Toyota,6646932,Alphard,2009,62500,Automatic,89999.0,3456,7,White,280.0,344.0,65.0,16774.695
Toyota,6612205,Vellfire,2010,52500,Automatic,115888.0,2362,7,Black,170.0,224.0,65.0,17008.04
Perodua,6609869,Myvi,2008,67500,Automatic,13800.0,1298,5,White,87.0,116.0,40.0,9600.39
Honda,6553542,City,2015,22500,Automatic,46800.0,1497,5,Red,120.0,145.0,40.0,11115.6066
Proton,6376180,Saga,2008,92500,Manual,11800.0,1332,5,White,95.0,120.0,40.0,10741.94352
Subaru,6376143,XV,2013,112500,Automatic,47800.0,1995,5,Blue,150.0,196.0,60.0,12792.415
Kia,6376203,Forte,2010,97500,Automatic,22900.0,1591,5,Red,124.0,156.0,52.0,11739.495
Mercedes-Benz,6375210,GLA250,2015,47500,Automatic,169800.0,1991,5,Silver,211.0,350.0,56.0,11904.592392
Volvo,6620038,XC90,2019,2500,Automatic,380888.0,1969,7,Gold,320.0,400.0,70.0,17213.1696
Honda,6253418,Civic,2010,82500,Automatic,28555.0,1339,5,Blue,95.0,123.0,50.0,11361.35
Toyota,6661591,Vios,2013,97500,Automatic,43888.0,1497,5,White,109.0,141.0,42.0,10672.6
Honda,6659027,City,2014,2500,Automatic,48799.0,1497,5,Grey,120.0,145.0,42.0,11000.63475
Honda,6652198,City,2015,42500,Automatic,56799.0,1497,5,Silver,120.0,145.0,40.0,11115.6066
Toyota,6637119,Vios,2009,62500,Automatic,29799.0,1497,5,Gold,109.0,141.0,42.0,10672.6
Lexus,6392107,ES250,2014,57500,Automatic,119800.0,2494,5,Grey,184.0,235.0,65.0,12931.1
BMW,6427384,330i,2019,2500,Automatic,248800.0,1998,5,White,258.0,400.0,59.0,12345.797204999999
MINI,6643638,Countryman,2019,2500,Automatic,194800.0,1998,5,White,192.0,280.0,51.0,12195.635346
BMW,6288508,330e,2019,12500,Automatic,185800.0,1998,5,Orange,184.0,290.0,60.0,11989.828727
BMW,6344341,330i,2019,2500,Automatic,248800.0,1998,5,Blue,258.0,400.0,59.0,12345.797204999999
BMW,6197503,X1,2019,27500,Automatic,168800.0,1998,5,Black,192.0,280.0,51.0,13030.471428
BMW,6117975,X3,2018,22500,Automatic,220800.0,1998,5,Brown,252.0,350.0,65.0,14921.139728
Toyota,6638216,Vios,2016,67500,Automatic,51800.0,1496,5,White,107.0,140.0,42.0,11058.075
Honda,6652377,City,2017,57500,Automatic,54800.0,1497,5,Silver,120.0,145.0,40.0,11115.6066
Honda,6494140,CR-V,2011,97500,Automatic,42800.0,1997,5,Grey,150.0,190.0,58.0,13820.351999999999
Honda,6594195,City,2015,62500,Automatic,47800.0,1497,5,White,120.0,145.0,40.0,11115.6066
Honda,6589888,City,2015,67500,Automatic,52800.0,1497,5,Blue,120.0,145.0,40.0,11115.6066
Proton,6250975,Exora,2014,52500,Automatic,28800.0,1561,7,White,140.0,205.0,55.0,14047.015248
Nissan,6441834,Grand Livina,2015,77500,Automatic,45800.0,1598,7,Silver,105.0,150.0,52.0,12122.955
Proton,6407560,Saga,2012,87500,Automatic,13800.0,1332,5,Silver,95.0,120.0,40.0,10924.3008
Proton,6652245,Exora,2013,67500,Automatic,27800.0,1561,7,White,140.0,205.0,55.0,14047.015248
Proton,6565351,Perdana,2015,42500,Automatic,44000.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Proton,6565418,Perdana,2015,42500,Automatic,44000.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Proton,6565278,Perdana,2015,42500,Automatic,44000.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Proton,6565310,Perdana,2015,42500,Automatic,44000.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Proton,6565382,Perdana,2015,82500,Automatic,44000.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Proton,6347729,Perdana,2014,67500,Automatic,42000.0,1997,5,Black,156.0,189.0,70.0,13470.80625
Mercedes-Benz,6107552,E240,2005,117500,Automatic,25888.0,2597,5,Silver,177.0,240.0,65.0,12746.230992
Toyota,6448812,Vios,2006,97500,Automatic,16800.0,1496,5,Silver,109.0,142.0,45.0,10422.512625
Nissan,6674154,Almera,2015,87500,Automatic,35300.0,1498,5,Unknown,102.0,139.0,41.0,11250.5625
Honda,6652921,City,2014,67500,Automatic,46300.0,1497,5,White,120.0,145.0,42.0,11000.63475
Porsche,6699642,911,2011,42500,Automatic,550000.0,3800,4,Silver,530.0,700.0,67.0,10713.82
Honda,5467190,CR-Z,2013,81983,Automatic,62000.0,1496,4,Red,135.0,172.0,40.0,9891.2475
Mercedes-Benz,6698168,C350 e,2017,17500,Automatic,200000.0,1991,5,Black,211.0,350.0,55.0,12230.55372
BMW,6471986,320i,2015,127500,Automatic,125800.0,1997,5,White,184.0,270.0,60.0,11966.537456
Toyota,6487407,Camry,2008,92500,Automatic,35800.0,2362,5,White,167.0,224.0,70.0,12908.805
Proton,6601333,Saga,2013,72500,Automatic,14800.0,1332,5,Gold,95.0,120.0,40.0,10924.3008
Toyota,6337413,Vios,2009,102500,Automatic,25900.0,1497,5,White,109.0,141.0,42.0,10672.6
Toyota,6642589,Vios,2014,117500,Automatic,43999.0,1497,5,White,109.0,141.0,42.0,11058.075
Honda,6499641,City,2010,97500,Automatic,32900.0,1497,5,Grey,120.0,145.0,42.0,10950.80175
Suzuki,6631279,Swift,2008,127500,Automatic,22900.0,1490,5,Black,101.0,133.0,43.0,9429.2705
Proton,6650200,Saga,2017,37500,Automatic,26900.0,1332,5,Grey,95.0,120.0,40.0,10906.752969
Proton,6331570,Exora,2012,87500,Automatic,28900.0,1561,7,Bronze,140.0,205.0,55.0,14047.015248
Honda,6633976,Stream,2012,62500,Automatic,67900.0,1799,7,Black,140.0,174.0,55.0,11967.80175
BMW,6480363,523i,2011,102500,Automatic,84900.0,2497,5,Black,204.0,250.0,70.0,13340.17296
Honda,6646999,Accord,2014,87500,Automatic,73900.0,1997,5,Silver,155.0,190.0,65.0,13198.9175
Toyota,6460397,Camry,2010,97500,Automatic,48900.0,1998,5,Silver,147.0,190.0,70.0,12908.805
BMW,6583698,528i,2014,107500,Automatic,149900.0,1997,5,White,245.0,350.0,70.0,13343.70324
Toyota,6651719,Vellfire,2013,72500,Automatic,146900.0,3456,7,White,280.0,344.0,65.0,17077.96
Toyota,6608572,Vellfire,2009,92500,Automatic,102900.0,2362,7,White,170.0,224.0,65.0,17008.04
Honda,6645820,City,2015,77500,Automatic,49900.0,1497,5,White,120.0,145.0,40.0,11115.6066
Toyota,6630300,Harrier,2015,47500,Automatic,142900.0,1986,5,White,151.0,193.0,55.0,14637.428
Nissan,6651482,Serena,2015,67500,Automatic,72800.0,1997,8,Grey,147.0,210.0,60.0,15434.64675
Mercedes-Benz,6644585,E250,2013,77500,Automatic,145000.0,1991,5,Blue,211.0,350.0,80.0,13333.311684
Toyota,6675585,Estima,2015,57500,Automatic,88899.0,2362,7,Silver,170.0,223.0,65.0,15061.095
Toyota,6668812,Avanza,2013,142500,Automatic,42333.0,1495,7,Silver,103.0,136.0,45.0,11254.8
Toyota,6633908,Avanza,2009,97500,Automatic,21666.0,1495,7,Silver,109.0,141.0,45.0,11417.858999999999
Honda,6697074,City,2015,57500,Automatic,51666.0,1497,5,Red,120.0,145.0,40.0,11115.6066
Perodua,6670780,Alza,2016,57500,Automatic,45666.0,1495,7,Blue,103.0,136.0,42.0,11724.993
Toyota,6654360,Avanza,2009,97500,Automatic,21666.0,1495,7,Silver,109.0,141.0,45.0,11417.858999999999
Toyota,6669673,Hilux,2012,112500,Automatic,54666.0,2494,5,White,144.0,343.0,76.0,17856.385
Toyota,6425763,Vios,2016,27500,Automatic,48888.0,1497,5,White,109.0,141.0,42.0,11058.075
Perodua,6692739,Alza,2016,52500,Automatic,45666.0,1495,7,Blue,103.0,136.0,42.0,11724.993
Honda,6677936,Stream,2009,77500,Automatic,49666.0,1799,7,White,140.0,174.0,55.0,11967.80175
Mitsubishi,6682292,ASX,2014,82500,Automatic,62888.0,1998,5,White,150.0,197.0,60.0,12277.47225
Toyota,6698580,Corolla Altis,2010,72500,Automatic,36666.0,1794,5,Silver,132.0,170.0,55.0,11705.936000000002
Toyota,6699162,Estima,2015,97500,Automatic,88899.0,2362,7,Silver,170.0,223.0,65.0,15061.095
Mitsubishi,6621618,ASX,2014,82500,Automatic,62888.0,1998,5,White,150.0,197.0,60.0,12277.47225
Toyota,6695920,Vios,2015,72500,Automatic,69666.0,1497,5,Red,109.0,141.0,42.0,11058.075
Honda,6425773,City,2015,72500,Automatic,54888.0,1497,5,Red,120.0,145.0,40.0,11115.6066
Toyota,6692773,Estima,2015,57500,Automatic,88899.0,2362,7,Silver,170.0,223.0,65.0,15061.095
Toyota,6425750,Vios,2017,37500,Automatic,53888.0,1496,5,Red,107.0,140.0,42.0,11058.075
Perodua,6425792,Bezza,2018,37500,Automatic,36888.0,1329,5,Bronze,95.0,121.0,36.0,10151.73
Toyota,6652143,Avanza,2013,142500,Automatic,42333.0,1495,7,Silver,103.0,136.0,45.0,11254.8
Toyota,6699171,Vios,2015,27500,Automatic,54666.0,1497,5,White,109.0,141.0,42.0,11058.075
Mitsubishi,6413189,ASX,2014,38000,Automatic,61888.0,1998,5,Beige,150.0,197.0,60.0,12277.47225
Toyota,6607498,Vios,2013,67500,Automatic,42000.0,1497,5,White,109.0,141.0,42.0,10672.6
Toyota,6695696,Hilux,2012,112500,Automatic,54666.0,2494,5,White,144.0,343.0,76.0,17856.385
Toyota,6668942,Corolla Altis,2010,72500,Automatic,36666.0,1794,5,Silver,132.0,170.0,55.0,11705.936000000002
Honda,6604432,Stream,2009,87500,Automatic,49666.0,1799,7,White,140.0,174.0,55.0,11967.80175
Toyota,6699175,Vios,2018,27500,Automatic,69666.0,1496,5,Red,107.0,140.0,42.0,11058.075
Lamborghini,6695046,Huracan,2015,27500,Automatic,1188888.0,5204,2,White,610.0,560.0,80.0,9994.67014
Ferrari,6699158,458 Italia,2010,22500,Automatic,878888.0,4497,2,Yellow,570.0,540.0,86.0,10636.553187000001
Volvo,6686308,XC40,2019,7500,Automatic,237888.0,1969,5,Grey,252.0,350.0,54.0,13618.7163
Perodua,6699156,Myvi,2009,127500,Automatic,14800.0,1298,5,Orange,87.0,116.0,40.0,9600.39
Proton,6699154,Persona,2014,82500,Automatic,20800.0,1597,5,Blue,111.0,148.0,50.0,11105.42235
BMW,5988362,X6,2009,82500,Automatic,168888.0,4395,4,White,555.0,680.0,85.0,16340.792519999999
Mitsubishi,6202407,Triton,2014,72500,Automatic,44800.0,2477,5,Silver,136.0,314.0,75.0,16965.18
Perodua,6594865,Myvi,2008,112500,Manual,9900.0,1298,5,Red,87.0,116.0,40.0,9600.39
Toyota,6583755,Vellfire,2010,112500,Automatic,91800.0,2362,7,Purple,170.0,224.0,65.0,17008.04
Proton,6106438,Preve,2014,67500,Automatic,18980.0,1561,5,Silver,140.0,205.0,50.0,12365.428152
Honda,6456114,City,2016,62500,Automatic,42900.0,1497,5,Grey,120.0,145.0,40.0,11115.6066
Proton,6400862,Saga,2015,77500,Automatic,14500.0,1332,5,Red,95.0,120.0,40.0,10924.3008
Hyundai,6421216,Ioniq,2018,22500,Automatic,61800.0,1580,5,Grey,105.0,147.0,45.0,11796.33
Nissan,6580690,X-Trail,2017,67500,Automatic,72800.0,2488,7,Silver,171.0,233.0,60.0,14482.832
Toyota,6498850,Hilux,2014,92500,Automatic,61800.0,2494,5,Grey,144.0,343.0,76.0,17856.385
Proton,6481587,Exora,2013,82500,Automatic,23900.0,1561,7,White,140.0,205.0,55.0,14047.015248
Toyota,6429798,Wish,2010,77500,Automatic,49500.0,1797,7,Black,143.0,173.0,60.0,12580.08
Nissan,6550549,Latio,2011,102500,Automatic,18800.0,1598,5,Gold,109.0,153.0,55.0,10940.674125
Volvo,6167100,S60,2012,77500,Automatic,49900.0,1999,5,Black,241.0,320.0,67.0,14402.095344
Volvo,6359989,XC60,2011,92500,Automatic,52800.0,1999,5,White,241.0,320.0,70.0,16803.22812
Volvo,6306003,XC60,2010,97500,Automatic,48800.0,2953,5,Brown,286.0,400.0,70.0,14991.401724000001
Volvo,6094004,S40,2010,82500,Automatic,18800.0,2435,5,Black,170.0,230.0,62.0,11482.93872
Jaguar,5919363,XF,2009,72500,Automatic,43800.0,2967,5,Green,238.0,293.0,70.0,13595.223619999999
Volkswagen,6574284,Golf,2014,92500,Automatic,102800.0,1984,5,Red,220.0,350.0,50.0,11071.866344
Volkswagen,6180149,Passat,2015,72500,Automatic,43800.0,1798,5,Gold,160.0,250.0,70.0,12758.9826
Volkswagen,6550530,Polo,2011,97500,Automatic,25900.0,1197,5,White,105.0,175.0,45.0,9762.563479999999
Ford,6554224,Ranger,2015,77500,Automatic,52800.0,2198,5,White,160.0,385.0,80.0,18101.5758
Audi,6623176,Q5,2013,77500,Automatic,66800.0,1984,5,White,224.0,350.0,75.0,14540.56851
Audi,6112863,Q7,2012,57500,Automatic,75500.0,2995,7,White,272.0,400.0,55.0,17528.912919
Peugeot,6421255,Traveller,2018,22500,Automatic,120800.0,1997,8,Black,152.0,370.0,70.0,17984.3328
Kia,6196182,Sportage,2014,72500,Automatic,45500.0,1999,5,Grey,154.0,191.0,55.0,13271.85
Hyundai,6357423,Elantra,2014,72500,Automatic,32900.0,1591,5,Grey,131.0,157.0,55.0,11618.88375
Hyundai,6300083,Santa Fe,2014,72500,Automatic,59800.0,2359,7,Red,175.0,227.0,64.0,14812.896
BMW,6636749,520i,2005,122500,Automatic,26800.0,2171,5,Silver,170.0,210.0,70.0,13118.761448000001
BMW,6036069,520i,2014,72500,Automatic,93800.0,1997,5,Grey,184.0,270.0,70.0,13343.70324
BMW,6149677,530i,2008,77500,Automatic,35800.0,2996,5,White,272.0,315.0,70.0,13118.761448000001
BMW,6588941,320i,2015,77500,Automatic,97800.0,1998,5,Grey,184.0,290.0,60.0,11989.828727
Mercedes-Benz,6601043,CLA250,2017,37500,Automatic,186800.0,1991,5,Black,211.0,350.0,50.0,11781.79432
BMW,6289722,X3,2012,70000,Automatic,79900.0,1997,5,Black,184.0,270.0,67.0,14644.3374
Mercedes-Benz,6387849,E200 CGI,2011,85000,Automatic,79900.0,1796,5,Silver,184.0,270.0,55.0,13276.175112
Toyota,6392410,Vellfire,2010,69800,Automatic,103000.0,2362,7,Black,170.0,224.0,65.0,17008.04
Porsche,6698819,911,2016,37500,Automatic,620000.0,2981,4,Grey,420.0,500.0,68.0,10815.128104000001
Volkswagen,6458169,Sharan,2012,97500,Automatic,62999.0,1984,7,Silver,200.0,280.0,70.0,15896.26752
Volkswagen,6372178,Tiguan,2011,97500,Automatic,42000.0,1984,5,Black,211.0,280.0,64.0,13635.297702000002
Nissan,6311127,Sylphy,2014,82500,Automatic,43000.0,1798,5,Brown,131.0,174.0,52.0,12142.988000000001
Perodua,6487104,Myvi,2010,107500,Automatic,16999.0,1298,5,Black,87.0,116.0,40.0,9677.8125
Honda,6555467,Civic,2011,97500,Automatic,42999.0,1799,5,Grey,140.0,174.0,50.0,11433.6495
Suzuki,6372127,SX4,2010,92500,Automatic,19999.0,1586,5,Orange,110.0,150.0,50.0,11647.364625
Hyundai,6532804,Elantra,2014,42500,Automatic,43000.0,1797,5,White,150.0,178.0,55.0,11618.88375
Hyundai,6603028,i10,2015,47500,Automatic,21000.0,1248,5,Blue,87.0,120.0,35.0,8756.7095
Mitsubishi,6571881,Triton,2014,67500,Automatic,49000.0,2477,5,Silver,178.0,350.0,75.0,16388.46
Hyundai,6475672,Elantra,2015,77500,Automatic,43000.0,1591,5,Silver,129.0,157.0,49.0,11618.88375
BMW,5772302,730Li,2013,87500,Automatic,119000.0,2996,5,Blue,258.0,310.0,80.0,14701.202778
Mitsubishi,6657390,Triton,2013,77500,Automatic,45000.0,2477,5,Brown,178.0,350.0,75.0,16388.46
Volkswagen,5833645,Golf,2012,62500,Automatic,42000.0,1390,5,White,160.0,240.0,55.0,11339.113968000001
Honda,5930597,City,2014,62500,Automatic,43000.0,1497,5,White,120.0,145.0,42.0,11000.63475
Honda,6604167,City,2016,62500,Automatic,48000.0,1497,5,Silver,120.0,145.0,40.0,11115.6066
Toyota,6570224,Camry,2009,87500,Automatic,40000.0,2362,5,Black,167.0,224.0,70.0,12908.805
BMW,6619174,320i,2014,72500,Automatic,102000.0,1997,5,Black,184.0,270.0,60.0,11966.537456
Honda,6698752,Jazz,2015,82500,Automatic,54800.0,1497,5,Silver,120.0,145.0,40.0,10210.44948
Toyota,6633099,Vios,2013,82500,Automatic,42800.0,1497,5,Black,109.0,141.0,42.0,10672.6
Honda,6633091,City,2016,52500,Automatic,54800.0,1497,5,Grey,120.0,145.0,40.0,11115.6066
Toyota,6633083,Vellfire,2010,77500,Automatic,108800.0,2362,7,Black,170.0,224.0,65.0,17008.04
Toyota,6634002,Harrier,2015,77500,Automatic,138800.0,1986,5,White,151.0,193.0,55.0,14637.428
Honda,6633093,City,2014,77500,Automatic,47800.0,1497,5,White,120.0,145.0,42.0,11000.63475
Nissan,6649423,Sylphy,2009,152500,Automatic,22800.0,1997,5,Grey,133.0,191.0,52.0,11799.0645
Proton,6636409,Persona,2009,152500,Automatic,13800.0,1597,5,Silver,111.0,148.0,55.0,11105.42235
Proton,6634018,Inspira,2012,102500,Automatic,33800.0,1998,5,Silver,150.0,197.0,59.0,11984.368
MINI,6635288,Cooper,2013,97500,Automatic,80800.0,1598,4,Black,184.0,260.0,50.0,8993.374731
Perodua,6697316,Myvi,2015,92500,Automatic,29800.0,1298,5,Unknown,91.0,117.0,40.0,9658.91475
Honda,6477537,City,2006,82500,Automatic,14999.0,1497,5,White,90.0,131.0,42.0,11017.3635
BMW,6642785,328i,2013,82500,Automatic,92999.0,1997,5,Grey,245.0,350.0,60.0,11966.537456
Honda,6320476,HR-V,2016,52500,Automatic,72999.0,1799,5,Silver,143.0,172.0,50.0,12212.39364
Proton,6652400,Persona,2011,92500,Automatic,17800.0,1597,5,Silver,111.0,148.0,50.0,11105.42235
Perodua,6591123,Kelisa,2005,137500,Automatic,14800.0,989,5,Gold,55.0,88.0,40.0,7436.143
Honda,6505010,City,2006,152500,Automatic,20800.0,1497,5,Gold,110.0,143.0,42.0,11017.3635
Proton,6571227,Saga,2012,82500,Automatic,15800.0,1332,5,Gold,95.0,120.0,40.0,10924.3008
Toyota,6647202,Innova,2005,162500,Automatic,24800.0,1998,8,Gold,136.0,182.0,55.0,14149.42425
Toyota,6341064,Estima,2010,107500,Automatic,93800.0,2362,7,Grey,170.0,223.0,65.0,15061.095
Lexus,6532092,CT200h,2012,82500,Automatic,65800.0,1798,5,Silver,99.0,142.0,55.0,10903.464
Jaguar,6636526,XF,2017,62500,Automatic,200000.0,1999,5,Purple,241.0,340.0,74.0,13569.79864
Toyota,6580071,Innova,2010,82500,Automatic,33800.0,1998,8,Silver,136.0,182.0,55.0,14149.42425
Mazda,6645870,CX-5,2014,72500,Automatic,75800.0,2488,5,White,185.0,250.0,56.0,13996.604
Toyota,6506510,Hilux,2018,82500,Automatic,87800.0,2393,5,Gold,150.0,400.0,80.0,17945.17725
Volkswagen,6315357,Passat,2012,67500,Automatic,38800.0,1798,5,Blue,160.0,250.0,70.0,12758.9826
Perodua,6643052,Myvi,2013,82500,Automatic,24800.0,1298,5,White,91.0,117.0,40.0,9492.24825
Nissan,6578208,Almera,2013,97500,Automatic,28800.0,1498,5,Grey,102.0,139.0,41.0,11325.56625
Mercedes-Benz,6564030,C250 CGI,2012,87500,Automatic,86800.0,1796,5,White,204.0,310.0,66.0,11758.42329
Nissan,6549506,Grand Livina,2016,42500,Automatic,51800.0,1798,7,Brown,126.0,174.0,52.0,12122.955
BMW,6635447,320i,2008,117500,Automatic,33800.0,1995,5,White,150.0,200.0,60.0,11670.44564
Toyota,6607974,Camry,2012,82500,Automatic,64800.0,1998,5,Black,148.0,190.0,70.0,12944.26875
Toyota,6501153,Alphard,2012,62500,Automatic,129800.0,3456,7,Black,280.0,344.0,65.0,16843.869
Toyota,6631226,Vios,2013,67500,Automatic,45800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6260879,Camry,2013,72500,Automatic,69800.0,1998,5,White,148.0,190.0,70.0,12944.26875
Honda,6660919,Civic,2013,87500,Automatic,57800.0,1997,5,White,155.0,190.0,50.0,11395.873125
