make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,fuel_tanks_litres,dimension
Toyota,6483158,Vios,2012,85520,Automatic,41800.0,1497,5,White,109.0,141.0,42.0,10672.6
Toyota,6584034,Camry,2012,89500,Automatic,70800.0,2494,5,Silver,181.0,231.0,70.0,12944.26875
Ford,6347327,Ranger,2014,78700,Automatic,56800.0,2198,5,Blue,150.0,375.0,80.0,17994.18225
BMW,6604992,320i,2014,122500,Automatic,109500.0,1997,5,Red,184.0,270.0,60.0,12429.076176
Mercedes-Benz,6606548,SLK280,2006,52000,Automatic,58000.0,2996,2,White,231.0,300.0,70.0,9459.006336
Honda,6265985,HR-V,2016,57000,Automatic,65000.0,1799,5,Black,143.0,172.0,50.0,12212.39364
Honda,6546779,Jazz,2016,50113,Automatic,55800.0,1497,5,Red,120.0,145.0,40.0,10210.44948
Volkswagen,6605840,CC,2013,77500,Automatic,58999.0,1798,5,Silver,160.0,250.0,70.0,12657.85591
Mazda,6605808,CX-5,2014,67500,Automatic,72999.0,1998,5,Grey,154.0,198.0,58.0,13996.604
Honda,6605792,Accord,2011,87500,Automatic,51999.0,2354,5,Black,181.0,222.0,70.0,13457.199375
Nissan,6558574,Navara,2017,17500,Automatic,82800.0,2488,5,Black,190.0,450.0,80.0,17888.02
Honda,6594442,City,2015,47500,Automatic,49800.0,1497,5,Grey,120.0,145.0,40.0,11115.6066
Toyota,6606674,Avanza,2007,97500,Manual,14888.0,1298,7,Grey,92.0,120.0,45.0,11211.628999999999
Honda,6605507,Civic,2010,72500,Automatic,41800.0,1799,5,Grey,140.0,174.0,50.0,11433.6495
Toyota,6394796,Hiace,2014,122500,Manual,83800.0,2494,10,White,102.0,260.0,70.0,7084.52025
BMW,6525767,X5,2016,80000,Automatic,228000.0,1997,5,White,245.0,350.0,85.0,16684.497816
Perodua,6526389,Myvi,2017,22500,Automatic,36988.0,1495,5,Blue,103.0,136.0,40.0,9632.77425
Hyundai,6129017,Accent,2008,172500,Automatic,12800.0,1599,5,Grey,111.0,145.0,45.0,10664.261999999999
Nissan,6210639,Latio,2008,142500,Automatic,20800.0,1598,5,Grey,109.0,153.0,55.0,10940.674125
Proton,6532370,Saga,2016,102500,Automatic,18888.0,1332,5,Black,95.0,120.0,40.0,10924.3008
Toyota,6362690,Vellfire,2017,22500,Automatic,228800.0,2493,7,Silver,182.0,235.0,55.0,17163.93
Mazda,6570304,3,2006,97500,Automatic,16800.0,1598,5,White,105.0,145.0,55.0,11544.12675
Subaru,6569866,XV,2014,92500,Automatic,52900.0,1995,5,Black,150.0,196.0,60.0,12792.415
Toyota,6606541,Estima,2007,52500,Automatic,66800.0,2362,7,Grey,170.0,220.0,65.0,15104.25
Proton,6531972,Saga,2015,62500,Automatic,17800.0,1332,5,Silver,95.0,120.0,40.0,10924.3008
Mercedes-Benz,6592326,C200 CGI,2011,37500,Automatic,68800.0,1796,5,Black,184.0,270.0,66.0,13389.988140000001
Toyota,6486219,Corolla Altis,2010,92500,Automatic,42800.0,1987,5,Silver,145.0,187.0,55.0,11705.936000000002
Mercedes-Benz,6499378,E250 CGI,2009,97500,Automatic,79800.0,1796,5,Silver,204.0,310.0,80.0,14830.074788
Mazda,6606519,Biante,2015,72500,Automatic,66800.0,1998,8,Black,151.0,190.0,60.0,15314.08425
Kia,6245643,Optima K5,2015,68200,Automatic,75800.0,1999,5,Black,165.0,198.0,70.0,12965.1558
Honda,6562415,Civic,2016,60233,Automatic,95800.0,1497,5,White,111.0,172.0,50.0,11395.873125
Proton,6588224,Persona,2011,92500,Automatic,12500.0,1597,5,Silver,111.0,148.0,50.0,11105.42235
Toyota,6506403,Hilux,2012,97500,Automatic,55555.0,2494,5,White,102.0,260.0,76.0,17856.385
Subaru,6596980,XV,2015,77500,Automatic,68888.0,1995,5,Orange,150.0,196.0,60.0,12792.415
Suzuki,6221413,Swift,2011,72500,Automatic,20000.0,1490,5,Grey,101.0,133.0,43.0,9595.144
Honda,6602526,City,2016,67500,Automatic,52800.0,1497,5,Red,120.0,145.0,40.0,11115.6066
Honda,6099466,Accord,2011,72500,Automatic,42800.0,2354,5,Silver,181.0,222.0,70.0,13457.199375
Honda,6606421,CR-V,2010,92500,Automatic,39800.0,1997,5,Grey,150.0,190.0,58.0,13820.351999999999
Hummer,6606418,H3,2008,82500,Automatic,145000.0,3653,5,White,242.0,327.0,87.0,16788.1461
Mercedes-Benz,6058293,GLA250,2018,7500,Automatic,238000.0,1991,5,White,211.0,350.0,56.0,11904.592392
Mercedes-Benz,6559237,C230K,2006,87500,Automatic,33999.0,1796,5,Silver,261.0,260.0,62.0,11167.428096
Honda,6588714,Accord,2014,52500,Automatic,72800.0,1997,5,White,155.0,190.0,65.0,13198.9175
Toyota,6135674,Corolla Altis,2011,82500,Automatic,36888.0,1598,5,Silver,122.0,154.0,55.0,11705.936000000002
Volkswagen,6606286,Tiguan,2019,7500,Automatic,129888.0,1395,5,Silver,150.0,250.0,60.0,13801.838441999998
Mercedes-Benz,6606235,C200,2016,47500,Automatic,169880.0,1991,5,Silver,184.0,300.0,66.0,12230.55372
Mercedes-Benz,6606217,CLA200,2017,32500,Automatic,156800.0,1595,5,Black,156.0,250.0,50.0,11781.79432
Toyota,6314748,Harrier,2011,92500,Automatic,79800.0,2362,5,Black,160.0,221.0,75.0,14661.108
Toyota,6585047,Harrier,2007,110000,Automatic,56800.0,2362,5,White,160.0,221.0,75.0,14661.108
Honda,6584192,CR-V,2010,170000,Automatic,39800.0,1997,5,Brown,150.0,190.0,58.0,13820.351999999999
Nissan,6531941,Navara,2016,29888,Automatic,69800.0,2488,5,White,190.0,450.0,80.0,17888.02
Perodua,6202065,Myvi,2014,52500,Automatic,26800.0,1298,5,Blue,91.0,117.0,40.0,9492.24825
Isuzu,6463139,D-Max,2015,62500,Manual,54900.0,2499,5,Brown,136.0,320.0,76.0,17579.9295
Proton,6460475,Persona,2013,72500,Manual,14900.0,1597,5,White,111.0,148.0,50.0,11105.42235
Volkswagen,6606003,CC,2012,97500,Automatic,39900.0,1798,5,Blue,160.0,250.0,70.0,12657.85591
Proton,6495562,Preve,2012,52500,Automatic,23888.0,1561,5,Gold,140.0,205.0,50.0,12365.428152
Proton,6536219,Iriz,2016,127500,Automatic,25000.0,1332,5,Brown,95.0,120.0,40.0,10489.872959999999
Toyota,6605410,Land Cruiser Prado,2011,72500,Automatic,119800.0,2693,7,White,163.0,246.0,55.0,16599.31
Land Rover,6541934,Range Rover Evoque,2014,77500,Automatic,149999.0,1999,5,White,241.0,340.0,68.0,14023.762875
Mitsubishi,6563686,ASX,2014,62500,Automatic,57800.0,1998,5,Grey,150.0,197.0,60.0,12277.47225
Honda,6586528,City,2015,47500,Automatic,51999.0,1497,5,White,120.0,145.0,40.0,11115.6066
Perodua,6605854,Myvi,2012,42500,Automatic,24999.0,1298,5,White,91.0,117.0,40.0,9492.24825
Toyota,6473331,Innova,2012,82500,Automatic,47800.0,1998,8,Silver,136.0,182.0,55.0,14323.54
Mercedes-Benz,6414094,GLE250,2015,92500,Automatic,200888.0,2143,5,Blue,204.0,500.0,93.0,16747.27794
Perodua,6579092,Axia,2015,72500,Automatic,26600.0,998,5,Blue,67.0,90.0,33.0,8904.168
Mazda,6495769,6,2013,77500,Automatic,62800.0,2488,5,Red,188.0,250.0,62.0,12979.82
Honda,6578264,Civic,2010,77500,Automatic,37888.0,1799,5,White,140.0,174.0,50.0,11433.6495
Toyota,6544281,Corolla Altis,2004,192500,Automatic,16555.0,1794,5,Gold,136.0,171.0,55.0,11431.002
Honda,6586542,City,2016,42500,Automatic,51888.0,1497,5,White,120.0,145.0,40.0,11115.6066
Hyundai,6605877,Sonata,2014,97500,Automatic,49888.0,1999,5,White,163.0,194.0,70.0,13006.161294
Mercedes-Benz,6598958,ML350,2010,92500,Automatic,98800.0,3498,5,Black,272.0,350.0,108.0,16579.2627
Honda,6605863,CR-V,2017,35000,Automatic,132800.0,1498,5,White,193.0,243.0,55.0,14277.07428
Toyota,6545986,Camry,2010,87500,Automatic,55800.0,2362,5,Grey,167.0,224.0,70.0,12908.805
Honda,6602832,Accord,2014,62500,Automatic,80800.0,1997,5,White,155.0,190.0,65.0,13198.9175
Toyota,6456148,Estima,2010,97500,Automatic,93999.0,2362,7,White,170.0,223.0,65.0,15061.095
Toyota,6603761,Vios,2008,62500,Manual,25800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Mercedes-Benz,6605852,S350L,2009,137500,Automatic,59500.0,3498,5,Silver,272.0,350.0,90.0,14363.588303999999
Honda,6605850,CR-V,2017,23000,Automatic,132800.0,1498,5,White,193.0,243.0,55.0,14277.07428
Toyota,6130733,Fortuner,2011,77500,Automatic,70800.0,2494,7,Silver,102.0,260.0,65.0,5270.65
MINI,6555914,Countryman,2018,22500,Automatic,176800.0,1998,5,White,192.0,280.0,51.0,12195.635346
Peugeot,6325500,208,2014,72500,Automatic,26800.0,1598,5,Red,122.0,160.0,50.0,10059.280279999999
Mercedes-Benz,6605831,A200,2015,62500,Automatic,99999.0,1595,5,Red,156.0,250.0,50.0,10947.77608
BMW,6605826,M3,2009,97500,Automatic,139800.0,3999,5,Blue,420.0,400.0,63.0,10199.353140000001
Toyota,6593944,Alphard,2013,70000,Automatic,138800.0,2362,7,White,170.0,224.0,55.0,17077.96
MINI,6601955,Paceman,2013,62500,Automatic,139800.0,1598,4,White,218.0,280.0,47.0,11247.063528
Volkswagen,6602241,Tiguan,2017,27500,Automatic,105800.0,1395,5,Grey,150.0,250.0,60.0,13801.838441999998
MINI,6601996,Countryman,2012,92500,Automatic,89800.0,1598,5,White,184.0,240.0,47.0,11477.70519
Porsche,6198297,911,2006,77500,Automatic,298000.0,3600,4,White,480.0,620.0,67.0,10713.82
Ferrari,6296797,360,2004,42500,Manual,329000.0,3586,2,Red,544.0,373.0,95.0,10446.219916
Nissan,6605719,Almera,2016,40000,Automatic,36900.0,1498,5,White,102.0,139.0,41.0,11250.5625
Perodua,6604566,Bezza,2017,37500,Automatic,28800.0,998,5,Silver,68.0,91.0,36.0,10151.73
Perodua,6417268,Myvi,2011,77500,Manual,20800.0,1298,5,Grey,91.0,117.0,40.0,9492.24825
Proton,6387699,Preve,2014,77500,Automatic,25800.0,1561,5,Blue,140.0,205.0,50.0,12365.428152
Toyota,6112248,Vios,2011,142500,Automatic,36800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6387447,Vios,2010,82500,Automatic,33800.0,1497,5,Grey,109.0,141.0,42.0,10672.6
Toyota,6387578,Estima,2008,127500,Automatic,68800.0,2362,7,Silver,170.0,220.0,65.0,15104.25
Proton,6111740,Persona,2011,97500,Automatic,17800.0,1597,5,Blue,111.0,148.0,50.0,11105.42235
Mercedes-Benz,6329076,C200,2017,52500,Automatic,179800.0,1991,4,Black,184.0,300.0,50.0,11950.658940000001
Perodua,5947368,Viva,2009,147500,Automatic,16800.0,989,5,White,61.0,90.0,36.0,8067.88125
Honda,5847086,Civic,2006,132500,Automatic,41800.0,1998,5,Silver,155.0,188.0,50.0,11401.075
Nissan,6403281,Grand Livina,2008,82500,Automatic,29800.0,1798,7,Silver,126.0,174.0,52.0,11876.982
Honda,6417449,Accord,2010,77500,Automatic,45800.0,2354,5,Grey,181.0,222.0,70.0,13457.199375
Suzuki,6344400,Swift,2011,82500,Automatic,24800.0,1490,5,Blue,101.0,133.0,43.0,9595.144
Proton,6387973,Persona,2012,87500,Automatic,18800.0,1597,5,Unknown,111.0,148.0,50.0,11105.42235
Toyota,6417377,Vellfire,2008,87500,Automatic,95800.0,3456,7,Silver,280.0,344.0,65.0,16843.869
Toyota,6156332,Vios,2008,147500,Automatic,29800.0,1497,5,Blue,109.0,141.0,42.0,10672.6
Perodua,6534454,Viva,2009,92500,Manual,9800.0,847,5,White,53.0,76.0,36.0,8067.88125
Proton,6400329,Preve,2012,77500,Automatic,25800.0,1561,5,White,140.0,205.0,50.0,12365.428152
Perodua,6458777,Viva,2011,82500,Automatic,15800.0,989,5,White,61.0,90.0,36.0,8067.88125
Toyota,6505286,Alphard,2008,77500,Automatic,99800.0,3456,7,Black,280.0,344.0,65.0,16774.695
Perodua,6194607,Myvi,2005,107500,Automatic,12800.0,1298,5,Green,87.0,116.0,40.0,9600.39
Proton,6331516,Perdana,2015,52500,Automatic,51800.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Honda,6012430,Accord,2014,82500,Automatic,73800.0,1997,5,Grey,155.0,190.0,65.0,13198.9175
Honda,6574064,CR-V,2010,92500,Automatic,39900.0,1997,5,Grey,150.0,190.0,58.0,13820.351999999999
Honda,6550955,CR-V,2008,97500,Automatic,32888.0,1997,5,Black,150.0,190.0,58.0,13820.351999999999
Toyota,5894242,Vellfire,2013,52500,Automatic,153888.0,3456,7,Black,280.0,344.0,65.0,17077.96
Toyota,6486631,Estima,2006,97500,Automatic,59888.0,2362,7,White,170.0,220.0,65.0,15104.25
Honda,6263048,City,2017,17500,Automatic,68888.0,1496,5,White,110.0,134.0,40.0,11114.052796
Mercedes-Benz,6575858,C200K,2007,82500,Automatic,43800.0,1796,5,White,184.0,250.0,66.0,11708.48628
Perodua,6580173,Myvi,2009,97500,Automatic,19000.0,1298,5,Black,87.0,116.0,40.0,9600.39
Toyota,6559936,Vios,2015,67500,Automatic,42800.0,1497,5,White,109.0,141.0,42.0,11058.075
Mazda,6384755,3,2012,112500,Automatic,33800.0,1598,5,Grey,105.0,145.0,55.0,11583.5265
Mazda,6386730,3,2012,87500,Automatic,41800.0,1999,5,White,147.0,182.0,55.0,11583.5265
Mazda,5414962,3,2012,82500,Automatic,38800.0,1999,5,White,147.0,182.0,55.0,11583.5265
Kia,6394199,Cerato,2015,72500,Automatic,41800.0,1591,5,Silver,130.0,157.0,50.0,11728.776000000002
Nissan,6584806,Grand Livina,2012,82500,Automatic,36800.0,1798,7,White,126.0,174.0,52.0,11876.982
Hyundai,6463740,Elantra,2015,97500,Automatic,59000.0,1797,5,Silver,150.0,178.0,49.0,11618.88375
Suzuki,6585977,Grand Vitara,2005,92500,Automatic,21800.0,1995,5,White,140.0,183.0,66.0,13713.7365
Suzuki,6492691,Swift,2011,92500,Automatic,25800.0,1490,5,White,101.0,133.0,43.0,9595.144
Nissan,6559365,Sentra,2001,92500,Manual,7800.0,1498,5,Blue,103.0,132.0,50.0,10948.25925
Mitsubishi,6575654,Pajero Sport,2011,97500,Automatic,45600.0,2477,7,Black,136.0,314.0,70.0,15338.565
Volkswagen,6090285,Polo,2013,67500,Automatic,30800.0,1197,5,White,105.0,175.0,45.0,9762.563479999999
Volkswagen,6573010,Passat,2015,72500,Automatic,44800.0,1798,5,Bronze,160.0,250.0,70.0,12758.9826
Nissan,6570227,Serena,2016,72500,Automatic,72800.0,1997,8,Silver,147.0,210.0,60.0,15434.64675
Peugeot,6597465,408,2015,37500,Automatic,25999.0,1598,5,Grey,166.0,240.0,60.0,12959.19075
Toyota,6559012,Rush,2012,87500,Automatic,37800.0,1495,7,Black,109.0,141.0,50.0,13043.78775
Proton,6354807,Persona,2012,92500,Automatic,15800.0,1597,5,Brown,111.0,148.0,50.0,11105.42235
Honda,5413445,Stream,2012,67500,Automatic,66800.0,1799,7,White,140.0,174.0,55.0,11967.80175
Honda,6605545,Civic,2014,80000,Automatic,61800.0,1997,5,Black,155.0,190.0,50.0,11395.873125
Proton,6515496,Iriz,2015,42500,Automatic,23800.0,1332,5,Grey,95.0,120.0,40.0,10489.872959999999
Volkswagen,6605275,Scirocco,2011,92500,Automatic,55800.0,1390,4,Green,160.0,240.0,55.0,10815.517440000001
Toyota,6540370,Alphard,2011,87500,Automatic,45900.0,2362,7,Gold,170.0,224.0,65.0,16774.695
Proton,6428312,Saga,2013,120000,Automatic,15900.0,1597,5,White,109.0,150.0,40.0,10924.3008
Toyota,6605483,Fortuner,2017,22500,Automatic,133800.0,2694,7,White,166.0,245.0,80.0,42718.295375
Mercedes-Benz,6198334,GLE43,2017,12500,Automatic,479000.0,2996,5,White,390.0,520.0,93.0,16747.27794
Honda,6499560,CR-Z,2012,80000,Automatic,55888.0,1496,4,Orange,124.0,167.0,40.0,9903.384
Honda,6605405,CR-V,2018,17500,Automatic,135800.0,1498,5,White,193.0,243.0,55.0,14277.07428
Honda,6576406,Civic,2018,22500,Automatic,88800.0,1799,5,White,141.0,174.0,47.0,11794.387920000001
Toyota,6327872,Vios,2016,37500,Automatic,47800.0,1497,5,White,109.0,141.0,42.0,11058.075
Toyota,6495594,Vios,2012,87500,Automatic,36800.0,1497,5,White,109.0,141.0,42.0,10672.6
Perodua,6576294,Alza,2012,97500,Automatic,26800.0,1495,7,White,103.0,136.0,42.0,11546.5095
Honda,6495580,Civic,2011,92500,Automatic,42800.0,1799,5,Red,140.0,174.0,50.0,11433.6495
Honda,6466726,Civic,2015,87500,Automatic,62800.0,1997,5,White,155.0,190.0,50.0,11395.873125
Nissan,6271664,Frontier,2012,82500,Manual,28800.0,2488,5,Grey,133.0,304.0,75.0,15899.765
Perodua,6465701,Alza,2012,90000,Automatic,29900.0,1495,7,Silver,103.0,136.0,42.0,11546.5095
Daihatsu,6605351,Gran Max,2014,53248,Manual,35800.0,1495,3,White,97.0,134.0,43.0,17132.5
Proton,6605366,Wira,2005,107500,Automatic,8996.0,1468,5,Silver,90.0,126.0,50.0,9935.436
Land Rover,6457223,Range Rover,2005,87500,Automatic,69000.0,4197,5,White,405.0,560.0,82.0,18493.670952
Porsche,6605331,Panamera,2010,72500,Automatic,158800.0,3605,4,Black,299.0,400.0,80.0,13608.64526
Land Rover,6457237,Range Rover Sport,2011,57500,Automatic,155000.0,5000,5,White,510.0,625.0,84.0,16497.485336
Toyota,6596410,Alphard,2011,87500,Automatic,119999.0,3456,7,Black,280.0,344.0,65.0,17008.04
Toyota,6564123,Vios,2004,150000,Automatic,18800.0,1496,5,Black,109.0,142.0,45.0,10422.512625
Honda,6576573,Civic,2008,127500,Automatic,42800.0,1998,5,White,155.0,188.0,50.0,11401.075
Perodua,5930706,Myvi,2007,127500,Automatic,14800.0,1298,5,Silver,87.0,116.0,40.0,9600.39
Proton,6257744,Exora,2013,67500,Automatic,29800.0,1597,7,Maroon,126.0,150.0,55.0,14047.015248
Ford,6526773,Ranger,2014,57500,Automatic,55800.0,2198,5,White,150.0,375.0,80.0,17994.18225
Hyundai,6048045,Grand Starex,2012,77500,Automatic,73800.0,2497,11,White,170.0,392.0,75.0,18942.0
Mazda,6605051,Biante,2014,67500,Automatic,71800.0,1998,8,Black,151.0,190.0,60.0,15314.08425
Honda,6599274,Stream,2007,92500,Automatic,37800.0,1799,7,Silver,140.0,174.0,55.0,11967.80175
Honda,6599240,Accord,2009,97500,Automatic,35800.0,2354,5,Grey,181.0,222.0,70.0,13457.199375
Hyundai,6565590,Grand Starex,2012,62500,Automatic,71800.0,2497,11,Black,170.0,392.0,75.0,18942.0
Hyundai,6584222,Elantra,2013,82500,Automatic,36800.0,1797,5,White,150.0,178.0,55.0,11618.88375
Chery,6442195,Eastar,2013,112500,Automatic,19800.0,1971,7,White,136.0,180.0,61.0,13490.8956
Mercedes-Benz,6577867,GLA250,2018,10000,Automatic,213888.0,1991,5,White,211.0,350.0,56.0,11904.592392
Ford,6552857,EcoSport,2015,52500,Automatic,38888.0,1498,5,White,110.0,142.0,52.0,12632.590375
Mercedes-Benz,6603648,C200,2013,97500,Automatic,73888.0,1796,5,Grey,184.0,270.0,59.0,11758.42329
Perodua,6319841,Myvi,2006,92500,Automatic,11800.0,1298,5,Grey,87.0,116.0,40.0,9600.39
Nissan,6605139,Sentra,2010,97500,Automatic,13900.0,1597,5,Gold,118.0,143.0,50.0,11009.491125
Mitsubishi,6605156,Lancer,2010,82500,Automatic,38800.0,1998,5,Red,155.0,199.0,59.0,11984.368
Mercedes-Benz,6571087,E250,2014,57500,Automatic,103800.0,1991,5,White,211.0,350.0,80.0,13333.311684
Nissan,6567388,Grand Livina,2014,72500,Automatic,41800.0,1598,7,Silver,105.0,150.0,52.0,12122.955
Honda,6570655,City,2010,122500,Automatic,29800.0,1497,5,Grey,120.0,145.0,42.0,10950.80175
Mazda,6570995,CX-5,2014,122500,Automatic,72800.0,2488,5,Silver,185.0,250.0,56.0,13996.604
Honda,6567369,City,2016,52500,Automatic,60800.0,1497,5,Grey,120.0,145.0,40.0,11115.6066
Honda,6605145,Accord,2009,92500,Automatic,28500.0,1997,5,White,156.0,189.0,70.0,13457.199375
Proton,6605141,Exora,2019,42500,Automatic,44800.0,1561,7,White,140.0,205.0,55.0,14047.015248
Toyota,6596617,Camry,2014,77500,Automatic,71899.0,1998,5,Black,148.0,190.0,70.0,12944.26875
Nissan,6565107,Teana,2011,142500,Automatic,38899.0,2496,5,Silver,182.0,228.0,70.0,12884.51
Perodua,6546773,Myvi,2006,120000,Automatic,12900.0,1298,5,Red,87.0,116.0,40.0,9600.39
Mazda,6605119,RX-8,2003,87500,Automatic,28999.0,1308,4,Grey,209.0,222.0,61.0,10495.215
Volkswagen,6597925,Vento,2017,42500,Automatic,54800.0,1197,5,White,105.0,175.0,55.0,10911.92944
Honda,6501063,Accord,2014,57500,Automatic,72800.0,2356,5,White,175.0,225.0,65.0,13198.9175
Mercedes-Benz,6595936,A250,2014,112500,Automatic,126000.0,1991,5,Grey,211.0,350.0,50.0,10947.77608
Maserati,6368205,Levante,2017,17500,Automatic,488000.0,2979,5,White,430.0,580.0,80.0,16531.272816
Mercedes-Benz,6605098,CLA250,2015,57500,Automatic,163800.0,1991,5,White,211.0,350.0,50.0,11781.79432
Toyota,6225887,Vios,2014,57500,Automatic,55796.0,1497,5,Silver,109.0,141.0,42.0,11058.075
Toyota,6508218,Prius C,2013,57500,Automatic,46000.0,1497,5,Black,73.0,111.0,36.0,9852.568875
Toyota,6496186,Hiace,2016,77500,Manual,103000.0,2494,10,White,102.0,260.0,70.0,7084.52025
Toyota,6605057,Camry,2015,70000,Automatic,103800.0,1998,5,White,167.0,199.0,70.0,13011.3375
Perodua,6533109,Myvi,2016,47500,Automatic,30800.0,1298,5,Maroon,91.0,117.0,40.0,9658.91475
Toyota,6485119,Vios,2008,82500,Automatic,22888.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6604098,Camry,2014,65000,Automatic,79800.0,1998,5,White,148.0,190.0,70.0,12944.26875
Ford,6360252,Fiesta,2013,62500,Automatic,29900.0,1498,5,White,111.0,140.0,43.0,10210.078956
Honda,6604950,Civic,2014,92500,Automatic,39800.0,1497,5,Silver,111.0,172.0,50.0,11395.873125
Kia,6604925,Sportage,2013,77500,Automatic,42800.0,1998,5,Brown,166.0,197.0,55.0,13271.85
Honda,6604899,HR-V,2015,52500,Automatic,69800.0,1799,5,Grey,143.0,172.0,50.0,12212.39364
Kia,6501279,Sportage,2013,57500,Automatic,48800.0,1998,5,White,166.0,197.0,55.0,13271.85
Toyota,6137812,Prius C,2012,52500,Automatic,27500.0,1497,5,Silver,73.0,111.0,36.0,9852.568875
Perodua,6380934,Myvi,2013,52500,Automatic,26300.0,1298,5,White,91.0,117.0,40.0,9492.24825
Nissan,6344185,Navara,2013,62500,Automatic,37800.0,2488,5,White,144.0,356.0,80.0,17222.39
Proton,6303810,Exora,2012,82500,Automatic,26800.0,1597,7,Grey,126.0,150.0,55.0,14047.015248
Nissan,6452926,Navara,2010,67500,Automatic,37800.0,2488,5,Grey,174.0,403.0,80.0,17222.39
Honda,6394288,Civic,2011,82500,Automatic,46900.0,1799,5,Black,140.0,174.0,50.0,11433.6495
Honda,6604592,Accord,2014,62500,Automatic,65400.0,1997,5,Unknown,155.0,190.0,65.0,13198.9175
Nissan,6271904,Sentra,2010,92500,Automatic,17800.0,1597,5,White,118.0,143.0,50.0,11009.491125
Toyota,6282900,Corolla Altis,2010,137500,Automatic,48500.0,1987,5,Silver,145.0,187.0,55.0,11705.936000000002
Audi,6249374,S6,2012,42500,Automatic,199800.0,3993,5,Grey,420.0,550.0,55.0,13306.59936
BMW,6455673,X4,2014,82500,Automatic,179800.0,1997,5,Red,245.0,350.0,67.0,14268.709224
BMW,6604606,325i,2004,150000,Automatic,27000.0,2494,5,Black,192.0,245.0,63.0,11001.722635
Mazda,6379093,2,2016,72500,Automatic,54800.0,1496,5,Red,116.0,148.0,44.0,10763.928
Mercedes-Benz,6549529,CLA45 AMG,2014,67500,Automatic,218000.0,1991,5,White,360.0,450.0,64.0,11781.79432
Honda,6604643,Civic,2002,297500,Automatic,20000.0,1668,5,Red,131.0,155.0,45.0,10984.608
Volkswagen,6604771,Beetle,2010,57500,Automatic,39800.0,1984,4,Grey,116.0,172.0,55.0,10539.394712000001
Perodua,6458356,Axia,2016,7500,Automatic,29800.0,998,5,Silver,67.0,90.0,33.0,8904.168
Nissan,6544091,Sylphy,2011,72500,Automatic,26800.0,1997,5,Grey,133.0,191.0,52.0,11799.0645
Toyota,6117932,Vios,2015,67500,Automatic,53800.0,1497,5,White,109.0,141.0,42.0,11058.075
Land Rover,5849465,Range Rover Sport,2015,17500,Automatic,288800.0,2995,5,White,340.0,450.0,105.0,17896.209
Subaru,6485132,XV,2017,37500,Automatic,69888.0,1995,5,White,150.0,196.0,60.0,12792.415
Nissan,6604706,Navara,2011,92500,Automatic,39800.0,2488,5,Black,174.0,403.0,80.0,17222.39
Honda,6604754,Civic,2013,72500,Automatic,51800.0,1798,5,Silver,141.0,174.0,50.0,11395.873125
Proton,6050278,Suprima S,2015,37500,Automatic,38800.0,1561,5,Red,140.0,205.0,50.0,12346.375104
BMW,6490169,328i,2000,127500,Automatic,15800.0,2793,5,Red,193.0,280.0,63.0,11005.587
BMW,6367959,X5,2003,97500,Automatic,20800.0,2979,5,Black,231.0,300.0,93.0,14983.310159999999
Nissan,6084833,X-Trail,2015,67500,Automatic,75800.0,1997,7,Silver,144.0,200.0,60.0,14482.832
Audi,5710899,Q7,2011,62500,Automatic,72800.0,2967,7,White,239.0,550.0,100.0,17518.579506000002
Nissan,6173890,Grand Livina,2011,82500,Automatic,28500.0,1598,7,Silver,105.0,150.0,52.0,11876.982
Honda,6559453,Jazz,2014,62500,Automatic,46800.0,1497,5,White,120.0,145.0,40.0,10210.44948
Honda,5970993,City,2015,82500,Automatic,47500.0,1497,5,Grey,120.0,145.0,40.0,11115.6066
Honda,6573997,City,2016,82500,Automatic,52800.0,1497,5,Grey,120.0,145.0,40.0,11115.6066
Proton,6591844,Saga,2018,2500,Automatic,26800.0,1332,5,Grey,95.0,120.0,40.0,10906.752969
Ford,6413264,Kuga,2014,52500,Automatic,36800.0,1596,5,Black,179.0,240.0,60.0,14152.320624000002
Toyota,6465820,Vellfire,2014,22500,Automatic,149800.0,2362,7,Black,170.0,224.0,65.0,17077.96
Mitsubishi,6604685,Triton,2017,37500,Automatic,79800.0,2442,5,White,181.0,430.0,75.0,17058.096
Toyota,6547223,Camry,2010,90000,Automatic,54800.0,2362,5,Grey,167.0,224.0,70.0,12908.805
Toyota,6561123,Corolla Altis,2013,70000,Automatic,48800.0,1798,5,White,140.0,173.0,55.0,11705.936000000002
Proton,6604656,Iriz,2015,82500,Automatic,23800.0,1332,5,Silver,95.0,120.0,40.0,10489.872959999999
Toyota,6526541,Camry,2003,92500,Automatic,15800.0,1998,5,White,196.0,190.0,70.0,13012.5425
Toyota,6562103,Camry,2014,60000,Automatic,79800.0,1998,5,White,148.0,190.0,70.0,12944.26875
Proton,6477922,Iriz,2014,72500,Automatic,26500.0,1597,5,Grey,109.0,150.0,40.0,10489.872959999999
BMW,6603368,740Le,2018,37500,Automatic,346000.0,1998,5,Blue,258.0,400.0,78.0,14734.797804
BMW,6604115,328i,2013,70000,Automatic,124800.0,1997,5,White,245.0,350.0,60.0,11966.537456
